Recorder,EntregaLagunaGrande,EntregaLagunaChica,EvapLagunaChica,EntradaLagunaChica ,LagunaChicaStorage,EvapLagunaGrande,EntradaLagunaGrande,LagunaGrandeStorage,EvapSantaJuana,EntradaSantaJuana,rStaJuanaAbajo,InfSantaJuana,SantaJuanaStorage
2004-01,0.0,0.0,0.004054938263095633,0.0038028056156144004,3465257.31788309,0.008998950045369741,0.007570544549242078,6944345.967205426,0.37498906951247185,4.304119823999998,4.798927418904269,0.032941795553905036,162308852.8851311
2004-02,0.0,0.0,0.002753651373399508,0.0036190501767283455,3467425.661124711,0.007100662448520475,0.0072021643114799395,6944600.290273257,0.3251532887913442,4.442546061,4.861413615312251,0.032516887760404616,160699045.64907825
2004-03,0.0,0.0,0.00108361474842968,0.0028636619666986005,3472193.3395941225,0.0016876958743271848,0.005695533460085094,6955334.88246295,0.28312449721394406,4.085420689,4.309593230967952,0.03219437965144975,159588792.552235
2004-04,0.0,0.0,0.0029606813725385215,0.002265611989598614,3470391.7197535424,0.006425434094808611,0.004506841040898313,6950361.889267215,0.1755518557212471,3.8901980099999998,3.863339299522838,0.03197195200998744,159446130.17535245
2004-05,0.0,0.0,0.0018386859616904563,0.0014310672060023916,3469299.9536783076,0.003443928254722784,0.002846174412081152,6948760.865375083,0.1269117738180508,3.374389076000001,3.2499208564041004,0.03194337108901941,159668076.52707902
2004-06,0.0,0.0,0.0015933462606434066,0.0014109580070427593,3468827.2033249745,0.003466984263579068,0.002806416758672942,6947048.674402366,0.10995291384760658,3.1984962299999995,3.106296972441016,0.03198783572837602,159838716.72057095
2004-07,0.00033535742138240124,-8.421247238638224e-17,0.0014309323567282641,0.011567282770869356,3495976.4042742103,0.0028998480452746105,0.023004965621090077,7000000.0,0.12722425462129128,3.106559475421382,2.8864384490578403,0.03202202171343204,160415669.92720813
2004-08,0.008473344943109976,0.0027591661320078777,0.0,0.004261404679569729,3500000.0,0.0,0.008473344943110046,7000000.0,0.16498427551918984,3.045027111075118,3.140037972985176,0.032137608277749044,160235787.9251065
2004-09,0.0,0.0008462831943370527,0.0003342496968777851,0.0011805328912148367,3500000.0,0.002679427976049018,0.002344664176938799,6999132.292232706,0.2006251988870013,3.3448558331943374,3.6310591898517326,0.03210157079261818,159491621.28724095
2004-10,0.0,-4.1119371282413203e-20,0.006735032703365743,0.003326460846678383,3490870.4811390485,0.015825446612549875,0.006605886915199798,6974438.623539324,0.24676405615712055,3.3951742479999996,3.842574203922667,0.031952484759365046,158104088.49634695
2004-11,0.0,0.0,0.005390106693917965,0.00812346150064137,3497955.3367980756,0.011329594319123282,0.01611718564339551,6986848.060251838,0.2813805676810479,4.135111350000001,4.677311943630953,0.03167450701986792,156365628.21683076
2004-12,0.0,-4.1119371282413203e-20,0.0032431505366904566,0.0006425256408680239,3490989.823077105,0.006222711372382101,0.0012744713097770732,6973594.694068156,0.3328251798972887,4.989183748,5.644662744832682,0.031326224613947906,153969182.3098712
2005-01,0.0,8.223874256482641e-20,0.0038200617789079902,0.003876486232609747,3491140.9503339,0.008660933425740999,0.007689868734913857,6970993.794400245,0.3511332111153469,4.627498400000001,5.174102711826267,0.030846121642388903,151802384.4458174
2005-02,0.0,-1.6834270603019966e-16,0.002978039905876172,0.0025948686766084313,3490213.982496056,0.006177496124857376,0.005145353973135153,6968496.836106799,0.3041056829097167,4.558890746,4.997546128107085,0.030412026263778924,150294760.55779144
2005-03,0.0,-1.6871278037174138e-16,0.005305310449085477,0.004975881187609397,3489331.6391621185,0.010354350416467427,0.009865738861536206,6967188.138918071,0.2647939092913891,3.7515135230000003,3.991930198348816,0.03010998952406677,149225313.27242985
2005-04,0.0,0.0006501657270675625,0.0005567948275909768,0.0053228405075449,3500000.0,0.0009864222027964784,0.010554345428265955,6991988.195918488,0.16415175681578667,3.793519055727068,3.786405601516666,0.029895736901824514,149084166.32842717
2005-05,0.004144306916917365,0.004065029192112312,0.0,0.004065029192112311,3500000.0,0.000928768896496017,0.008064340778135507,7000000.0,0.11866412797926151,3.3645930651090303,3.2669233763784624,0.029867459582046348,149278287.6569989
2005-06,0.006108668787170515,0.003604031870094557,0.0,0.003604031870094557,3500000.0,0.0010493227277128027,0.007157991514883303,7000000.0,0.1027981488790877,3.3207855406572655,3.1036400081759132,0.029906349767891822,149804528.54469758
2005-07,0.007179852299011347,0.004143325911305174,6.20059824238221e-11,0.004143325973311159,3500000.0,0.0010492347982618958,0.0082290870972733,7000000.0,0.11923750311579094,2.987123460210317,2.9214746471998283,0.03001177664742466,149888669.49838707
2005-08,0.009361931282865549,0.005731549715380943,0.0,0.00573154971538094,3500000.0,0.0020215374845049035,0.011383468767370303,7000000.0,0.1541574682632195,2.970809062998246,2.9332122018726636,0.030028633410925477,149856948.2950618
