"Transmission Link","Transmission Link from AC1 to EVT1","Transmission Link from AC2 to EVT2","Transmission Link from Embalse Santa Juana to DDAEmbalse","Transmission Link from Withdrawal Node 1 to CanalZR1_1","Transmission Link from Withdrawal Node 16 to CanalZR4_2","Transmission Link from Withdrawal Node 17 to CanalZR4_1","Transmission Link from Withdrawal Node 2 to CanalZR1_2","Transmission Link from Withdrawal Node 22 to CanalZR5","Transmission Link from Withdrawal Node 23 to ZR5_notec","Transmission Link from Withdrawal Node 24 to ZR5_tec","Transmission Link from Withdrawal Node 29 to CanalZR8","Transmission Link from Withdrawal Node 7 to CanalZR2_1","All Others (59)"
"1 Sep 2007",1.50109,0.922207,0.358226,0.60036,0.422836,0.212505,0.4278,1.72514,0.851847,0.438349,0.527717,1.09626,3.48566
"1 Oct 2007",1.93414,1.26992,0.422926,0.75574,0.393599,0.238611,0.414,1.8086,0.851089,0.499813,0.523671,1.48223,4.29321
"1 Nov 2007",2.89049,2.23184,0.639464,0.78612,0.288857,0.315144,0.4278,1.05664,0.490939,0.252681,0.356058,1.79538,4.88845
"1 Dec 2007",3.65467,2.92703,0.706769,0.760761,0.317135,0.363338,0.414,1.06441,0.520515,0.27547,0.380158,1.73746,5.57102
"1 Jan 2008",3.83244,2.98138,0.854893,0.760761,0.330001,0.278139,0.414,1.0762,0.495783,0.302916,0.403047,1.73746,5.51918
"1 Feb 2008",3.50019,2.85201,0.901558,0.813228,0.34387,0.237395,0.442552,1.05734,0.488322,0.291335,0.389681,1.85729,5.17209
"1 Mar 2008",2.56656,2.26141,0.743197,0.760761,0.282712,0.183825,0.414,1.00779,0.497339,0.255933,0.317941,1.73746,4.57144
"1 Apr 2008",2.12207,1.98366,0.673308,0.78612,0.307274,0.12566,0.4278,1.04397,0.485349,0.289655,0.312055,1.79538,3.65048
"1 May 2008",1.78554,1.6785,0.459446,0.749198,0.418908,0.207248,0.414,1.52954,0.753497,0.387737,0.514664,1.64434,2.89644
"1 Jun 2008",1.84738,1.60971,0.330493,0.766074,0.352595,0.210408,0.4278,1.55286,0.563991,0.29022,0.522511,1.64205,2.76028
"1 Jul 2008",1.82078,1.46696,0.239346,0.726375,0.362629,0.21647,0.414,1.5976,0.486773,0.250485,0.537565,1.54322,2.63755
"1 Aug 2008",1.8689,1.39363,0.195285,0.725994,0.355481,0.218437,0.414,1.7213,0.852797,0.438881,0.54245,1.47928,3.04779
"1 Sep 2008",2.06053,1.40285,0.407876,0.784076,0.405439,0.221272,0.4278,1.7944,0.884887,0.455363,0.549489,1.50902,3.60781
"1 Oct 2008",2.22499,1.48214,0.427575,0.760761,0.399015,0.240198,0.414,1.88982,0.889567,0.522439,0.54474,1.59464,4.3934
"1 Nov 2008",3.17072,2.26904,0.636912,0.78612,0.298894,0.318031,0.4278,1.12645,0.524818,0.270127,0.369081,1.79538,4.96968
"1 Dec 2008",4.01081,2.87308,0.732186,0.760761,0.339186,0.373361,0.414,1.12265,0.549364,0.289651,0.388988,1.73746,5.67148
"1 Jan 2009",3.88078,2.75659,0.872482,0.760761,0.365199,0.281435,0.414,1.14311,0.531152,0.318283,0.394199,1.73746,5.57518
"1 Feb 2009",3.67619,2.72895,0.905734,0.842271,0.354657,0.238591,0.458357,1.15233,0.531285,0.317688,0.374474,1.92362,5.21245
"1 Mar 2009",2.87395,2.20426,0.691671,0.760761,0.339922,0.187578,0.414,1.12412,0.52081,0.317451,0.329012,1.73746,4.4972
"1 Apr 2009",2.5405,2.02525,0.68611,0.78612,0.315912,0.131886,0.4278,1.10233,0.514781,0.300791,0.327516,1.79538,3.72301
"1 May 2009",2.01459,1.71259,0.47733,0.760761,0.394111,0.211367,0.414,1.61483,0.815911,0.419854,0.524893,1.59986,2.95382
"1 Jun 2009",1.75516,1.56821,0.381929,0.716077,0.378547,0.21098,0.4278,1.55708,0.650232,0.334598,0.523931,1.49034,2.88788
"1 Jul 2009",1.49793,1.35993,0.305774,0.620629,0.373008,0.211367,0.414,1.55994,0.632486,0.325467,0.524893,1.32273,2.80426
"1 Aug 2009",1.44202,1.28267,0.289851,0.588297,0.334767,0.211121,0.414,1.66976,0.826882,0.425553,0.524282,1.27599,2.97384
"1 Sep 2009",1.47293,1.27037,0.39569,0.569308,0.412547,0.210726,0.4278,1.71885,0.846817,0.435802,0.5233,1.25138,3.59317
"1 Oct 2009",1.54967,1.29499,0.425425,0.672285,0.477096,0.244597,0.414,1.70292,0.840642,0.432646,0.519397,1.26765,4.42043
"1 Nov 2009",1.89976,1.5336,0.64869,0.78612,0.255469,0.314832,0.4278,1.05523,0.494172,0.254371,0.352052,1.42248,4.80465
"1 Dec 2009",1.9778,1.53432,0.711931,0.760761,0.314561,0.358373,0.414,1.06896,0.516603,0.28215,0.365332,1.33628,5.53469
"1 Jan 2010",2.16969,1.62882,0.850264,0.760761,0.324181,0.279363,0.414,1.0791,0.494474,0.305903,0.394711,1.48744,5.48938
"1 Feb 2010",2.37921,1.85768,0.910365,0.842271,0.327298,0.236931,0.458357,1.06725,0.492798,0.292477,0.369802,1.73011,5.16099
"1 Mar 2010",1.82406,1.51986,0.683957,0.734819,0.287662,0.181439,0.414,1.00327,0.494313,0.2565,0.309623,1.43584,4.55798
"1 Apr 2010",1.57522,1.38082,0.654907,0.656096,0.293867,0.125025,0.4278,1.03639,0.484896,0.284792,0.310478,1.33487,3.60663
"1 May 2010",1.52456,1.31404,0.460183,0.702031,0.27873,0.235652,0.414,1.73916,0.258792,0.13317,0.585199,1.45999,2.50972
"1 Jun 2010",1.76473,1.40854,0.127139,0.720872,0.409208,0.242935,0.4278,1.79291,0.642281,0.330507,0.603286,1.50237,3.07578
"1 Jul 2010",1.58162,1.23096,0.289743,0.612945,0.459962,0.242783,0.414,1.79179,0.597749,0.307592,0.602909,1.31578,2.9584
"1 Aug 2010",1.61926,1.28889,0.284946,0.658135,0.460612,0.247456,0.414,1.82628,0.712361,0.366569,0.614512,1.44661,3.13258
"1 Sep 2010",1.90367,1.51642,0.318245,0.723623,0.475503,0.253227,0.4278,2.01716,0.998869,0.514001,0.628843,1.66109,3.80332
"1 Oct 2010",2.00492,1.72785,0.415809,0.729722,0.541391,0.248193,0.414,2.04163,1.00943,0.519452,0.616344,1.73746,4.69539
"1 Nov 2010",2.32707,2.39337,0.624771,0.78612,0.385962,0.316668,0.4278,1.36496,0.645274,0.332215,0.411604,1.79538,5.22571
"1 Dec 2010",2.74169,3.27238,0.726209,0.760761,0.409834,0.383006,0.414,1.35231,0.66122,0.348962,0.400769,1.73746,5.9061
"1 Jan 2011",3.29984,3.91142,0.837607,0.760761,0.45206,0.275847,0.414,1.36494,0.624762,0.387507,0.394815,1.73746,5.7654
"1 Feb 2011",3.48506,4.09851,0.896087,0.842271,0.433787,0.23637,0.458357,1.37483,0.631371,0.381093,0.40145,1.92362,5.44387
"1 Mar 2011",2.60273,3.31764,0.688269,0.760761,0.393191,0.182694,0.414,1.29546,0.60805,0.357038,0.382906,1.73746,4.63691
"1 Apr 2011",2.18647,2.9478,0.670625,0.78612,0.361032,0.152851,0.4278,1.25995,0.602605,0.33117,0.379578,1.79538,3.87357
"1 May 2011",1.69912,2.41337,0.452539,0.692141,0.446617,0.230118,0.414,1.69832,0.788915,0.405963,0.571458,1.73746,3.1689
"1 Jun 2011",1.57642,2.17545,0.372325,0.696502,0.389596,0.246048,0.4278,1.81589,0.370716,0.190764,0.611016,1.79538,2.72994
"1 Jul 2011",1.51397,1.9013,0.0972316,0.672133,0.312489,0.272355,0.414,2.01004,0.302103,0.155457,0.676345,1.73746,2.73689
"1 Aug 2011",1.62131,1.77124,0.0804831,0.685598,0.507766,0.275122,0.414,2.03046,0.815292,0.419536,0.683216,1.68134,3.38648
"1 Sep 2011",2.14359,2.14229,0.367904,0.78612,0.578577,0.273429,0.4278,2.12362,1.04751,0.539029,0.679012,1.79538,4.14419
"1 Oct 2011",2.39712,2.44479,0.434362,0.760761,0.564557,0.270203,0.414,2.20702,1.09323,0.562575,0.671002,1.73746,4.72172
"1 Nov 2011",3.29855,3.50525,0.600579,0.78612,0.425355,0.31339,0.4278,1.54481,0.734319,0.377928,0.462719,1.79538,5.28756
"1 Dec 2011",4.3202,4.30969,0.698948,0.760761,0.463293,0.382358,0.414,1.49172,0.728975,0.383389,0.447029,1.73746,6.05172
"1 Jan 2012",4.01813,3.89739,0.87214,0.760761,0.497225,0.277817,0.414,1.4904,0.688102,0.417339,0.438479,1.73746,5.90399
"1 Feb 2012",3.59973,3.54652,0.912624,0.813228,0.471208,0.23665,0.442552,1.49259,0.6945,0.408409,0.440648,1.85729,5.47621
"1 Mar 2012",2.82537,2.82649,0.731332,0.760761,0.436786,0.182592,0.414,1.40643,0.659399,0.385838,0.420922,1.73746,4.7858
"1 Apr 2012",2.48524,2.55547,0.694668,0.78612,0.374377,0.172862,0.4278,1.38038,0.677596,0.348704,0.429273,1.79538,3.71731
"1 May 2012",2.24939,2.36258,0.44875,0.760761,0.471129,0.248132,0.414,1.83127,0.796464,0.409847,0.616192,1.73746,3.2463
"1 Jun 2012",2.16456,2.31162,0.37454,0.78612,0.424306,0.245921,0.4278,1.81495,0.67141,0.345497,0.610701,1.79538,3.19316
"1 Jul 2012",1.83549,1.96612,0.319787,0.68925,0.416748,0.240754,0.414,1.77682,0.666964,0.343208,0.597871,1.73746,3.10986
"1 Aug 2012",1.62459,1.73775,0.297215,0.6239,0.471348,0.238726,0.414,1.76185,0.803481,0.413458,0.592833,1.6393,3.24845
"1 Sep 2012",1.5547,1.69295,0.374134,0.590062,0.437657,0.237726,0.4278,1.92637,0.95321,0.490548,0.590349,1.59843,3.88012
"1 Oct 2012",1.41349,1.58786,0.448788,0.530251,0.516243,0.238118,0.414,1.9152,0.945703,0.486671,0.580619,1.46208,4.58147
"1 Nov 2012",1.66696,1.80351,0.631101,0.78612,0.350683,0.306649,0.4278,1.25927,0.593179,0.306671,0.377211,1.65408,5.04388
"1 Dec 2012",2.08318,1.96507,0.689181,0.760761,0.353554,0.384913,0.414,1.21822,0.600351,0.308931,0.405171,1.6949,5.85834
"1 Jan 2013",2.60348,2.06529,0.86204,0.760761,0.391727,0.274757,0.414,1.22676,0.572984,0.338389,0.410647,1.73746,5.63649
"1 Feb 2013",3.29176,2.46618,0.940042,0.842271,0.395239,0.236655,0.458357,1.26015,0.579656,0.349843,0.38162,1.92362,5.34171
"1 Mar 2013",2.69928,2.1818,0.700935,0.760761,0.340645,0.180052,0.414,1.15813,0.569101,0.296106,0.356646,1.73746,4.64047
"1 Apr 2013",2.23527,2.00067,0.63372,0.78612,0.338917,0.142686,0.4278,1.1704,0.555961,0.31321,0.354336,1.74798,3.77106
"1 May 2013",2.01774,1.80279,0.445905,0.760761,0.427457,0.236635,0.414,1.74642,0.569816,0.293218,0.587642,1.73746,2.79841
"1 Jun 2013",2.20932,1.81071,0.219463,0.78612,0.411752,0.238551,0.4278,1.76056,0.668606,0.344054,0.5924,1.75373,3.13656
"1 Jul 2013",2.09185,1.62404,0.302363,0.760761,0.39124,0.238541,0.414,1.76049,0.593202,0.305252,0.592375,1.61741,3.00522
"1 Aug 2013",2.0484,1.66493,0.263766,0.760761,0.472491,0.237004,0.414,1.74914,0.831334,0.42779,0.588558,1.73555,3.28376
"1 Sep 2013",2.03523,1.7843,0.373404,0.723859,0.398092,0.235883,0.4278,1.9529,0.953379,0.510224,0.585774,1.79179,3.83266
"1 Oct 2013",1.88858,1.78182,0.439582,0.708193,0.425421,0.235021,0.414,2.00224,0.938807,0.554137,0.576344,1.73746,4.52318
"1 Nov 2013",2.14613,2.22661,0.611342,0.78612,0.346289,0.302398,0.4278,1.24634,0.581352,0.302882,0.373267,1.79538,4.984
"1 Dec 2013",3.30695,3.26685,0.661737,0.760761,0.352952,0.375514,0.414,1.19633,0.589192,0.303226,0.408841,1.73746,5.7984
"1 Jan 2014",3.71529,3.75467,0.897939,0.760761,0.390384,0.268005,0.414,1.23295,0.573015,0.343925,0.391181,1.73746,5.56976
"1 Feb 2014",3.07621,3.43189,0.900045,0.842271,0.474896,0.22674,0.458357,1.18897,0.578216,0.299293,0.36663,1.92362,5.26193
"1 Mar 2014",2.11211,2.54107,0.662395,0.760761,0.365961,0.174703,0.414,1.20734,0.56847,0.335409,0.353593,1.73746,4.48179
"1 Apr 2014",1.74048,2.17891,0.62885,0.714819,0.310126,0.141479,0.4278,1.14172,0.558768,0.287562,0.351338,1.79538,3.76875
"1 May 2014",1.41814,1.81504,0.428268,0.607316,0.410145,0.224339,0.414,1.65567,0.697166,0.35875,0.557107,1.59673,3.02129
"1 Jun 2014",1.33426,1.68755,0.33792,0.581257,0.367234,0.234613,0.4278,1.73149,0.4037,0.207737,0.582619,1.52697,2.74772
"1 Jul 2014",1.2353,1.48672,0.173379,0.523784,0.456046,0.234422,0.414,1.73009,0.640135,0.329403,0.582145,1.38354,2.96563
"1 Aug 2014",1.22532,1.49742,0.289272,0.505982,0.457712,0.232516,0.414,1.71602,0.796056,0.409637,0.577413,1.44783,3.20542
"1 Sep 2014",1.26002,1.58443,0.385857,0.513415,0.486395,0.239504,0.4278,1.81893,0.898086,0.46214,0.594767,1.51656,3.59106
"1 Oct 2014",1.44675,1.70973,0.395008,0.691836,0.513146,0.236389,0.414,1.94125,0.96325,0.495781,0.587031,1.61584,4.5573
"1 Nov 2014",1.71542,1.96175,0.609737,0.697131,0.279331,0.299376,0.379373,1.28051,0.604483,0.311061,0.382733,1.59214,4.89714
"1 Dec 2014",1.69432,2.02233,0.665419,0.685066,0.368909,0.359575,0.372807,1.24634,0.614186,0.316465,0.374509,1.56459,5.59263
"1 Jan 2015",1.70017,2.06579,0.791278,0.689174,0.400143,0.260678,0.396653,1.26629,0.585899,0.354566,0.378287,1.66466,5.52185
"1 Feb 2015",1.67666,2.01648,0.88316,0.686957,0.3818,0.224368,0.395746,1.26351,0.591174,0.34029,0.375251,1.66085,5.16362
"1 Mar 2015",2.4869,2.9251,0.66818,0.760761,0.429322,0.187636,0.414,1.46951,0.734477,0.380356,0.465961,1.73746,3.72404
"1 Apr 2015",3.43889,4.22714,0.428912,0.78612,0.676937,0.263963,0.4278,1.9481,0.954545,0.491193,0.655505,1.79538,4.28575
"1 May 2015",2.65407,3.58089,0.452133,0.760761,0.457569,0.256739,0.414,1.89479,0.749248,0.38555,0.637566,1.73746,3.30437
"1 Jun 2015",2.23741,3.15078,0.364282,0.78612,0.41278,0.25418,0.4278,1.8759,0.62183,0.319983,0.63121,1.79538,3.19448
"1 Jul 2015",2.04743,2.66294,0.28868,0.760761,0.344444,0.275736,0.414,2.03499,0.354243,0.182288,0.684742,1.73746,2.85993
"1 Aug 2015",2.65574,2.66023,0.166852,0.760761,0.391634,0.341335,0.414,2.51913,0.304272,0.156573,0.847645,1.73746,3.02348
"1 Sep 2015",3.66478,2.95887,0.11362,0.78612,0.6634,0.337021,0.4278,2.48729,1.01103,0.520262,0.836933,1.79538,4.33077
"1 Oct 2015",4.04513,2.99772,0.42826,0.760761,0.705351,0.334572,0.414,2.46922,1.16576,0.599883,0.830851,1.73746,4.74456
"1 Nov 2015",4.32411,3.38027,0.515725,0.78612,0.681421,0.326031,0.4278,2.69161,1.33154,0.685301,0.80964,1.79538,5.63636
"1 Dec 2015",5.75853,5.35195,0.675943,0.760761,0.580525,0.356006,0.414,1.90141,0.911243,0.468974,0.577871,1.73746,6.13784
"1 Jan 2016",7.81228,7.61431,0.819304,0.760761,0.633609,0.255774,0.414,1.84898,0.875455,0.496683,0.560618,1.73746,5.9471
"1 Feb 2016",6.79173,7.16548,0.847028,0.813228,0.604582,0.22647,0.442552,1.84591,0.884595,0.482941,0.562398,1.85729,5.48602
"1 Mar 2016",4.56086,5.18692,0.661218,0.470607,0.705393,0.380313,0.2561,2.8068,1.16182,0.597853,0.944441,1.0748,5.26467
"1 Apr 2016",3.94162,4.43344,0.618787,0.703106,0.728906,0.568203,0.382624,4.28204,0.868649,0.446992,1.41103,1.60579,4.96989
"1 May 2016",4.02828,4.03073,0.415894,0.760761,0.705393,0.614797,0.414,4.53734,0.677024,0.348385,1.52674,1.73746,4.31423
"1 Jun 2016",4.51385,3.96444,0.34583,0.78612,0.728906,0.63529,0.4278,4.68858,0.342304,0.176144,1.57763,1.79538,3.91977
"1 Jul 2016",4.13862,3.34364,0.115293,0.66947,0.620746,0.541021,0.36432,3.99286,0.26398,0.13584,1.34353,1.52897,3.45673
"1 Aug 2016",4.11562,3.48,0.0890763,0.72318,0.705393,0.584426,0.393548,4.32267,0.708238,0.364448,1.45132,1.65163,4.34842
"1 Sep 2016",4.48755,4.37102,0.345773,0.78612,0.728906,0.63529,0.4278,4.68858,0.925071,0.476026,1.57763,1.79538,5.11424
"1 Oct 2016",5.84465,6.42987,0.408362,0.760761,0.705393,0.614797,0.414,4.53734,1.15243,0.593021,1.52674,1.73746,5.61354
"1 Nov 2016",6.58675,7.76543,0.558743,0.78612,0.728906,0.63529,0.4278,4.68858,1.45848,0.750508,1.57763,1.79538,6.37827
"1 Dec 2016",5.94388,6.76164,0.626491,0.760761,0.705393,0.614797,0.414,4.53734,1.6712,0.859973,1.52674,1.73746,7.05435
"1 Jan 2017",6.4172,7.1134,0.801238,0.760761,0.705393,0.614797,0.414,4.53734,1.47902,0.761081,1.52674,1.73746,6.81804
"1 Feb 2017",6.24564,7.49025,0.847693,0.842271,0.780971,0.680668,0.458357,5.02348,1.3781,0.709148,1.69032,1.92362,6.7491
"1 Mar 2017",4.2351,5.54031,0.639594,0.760761,0.705393,0.614797,0.414,4.53734,1.11844,0.575533,1.52674,1.73746,5.81438
"1 Apr 2017",3.30987,4.61342,0.598936,0.681566,0.728906,0.550796,0.370903,4.065,0.791333,0.407207,1.36781,1.55659,4.83713
"1 May 2017",3.75097,4.283,0.386983,0.760761,0.705393,0.614797,0.414,4.53734,0.645165,0.331991,1.52674,1.73746,4.32279
"1 Jun 2017",5.77627,4.91914,0.332564,0.78612,0.728906,0.63529,0.4278,4.68858,0.53217,0.273846,1.57763,1.79538,4.43271
"1 Jul 2017",6.17002,4.99852,0.269846,0.760761,0.705393,0.614797,0.414,4.53734,0.530296,0.272882,1.52674,1.73746,4.33691
"1 Aug 2017",5.67175,4.6634,0.265512,0.760761,0.705393,0.614797,0.414,4.53734,0.669087,0.344301,1.52674,1.73746,4.56604
"1 Sep 2017",5.38429,4.60466,0.33204,0.78612,0.728906,0.63529,0.4278,4.68858,0.881218,0.45346,1.57763,1.79538,5.23384
"1 Oct 2017",5.32326,5.31301,0.392023,0.760761,0.705393,0.614797,0.414,4.53734,1.14664,0.590042,1.52674,1.73746,5.7032
"1 Nov 2017",6.42359,7.27862,0.543719,0.78612,0.728906,0.63529,0.4278,4.68858,1.38834,0.714416,1.57763,1.79538,6.39238
"1 Dec 2017",8.25577,9.51952,0.599541,0.760761,0.705393,0.614797,0.414,4.53734,1.59047,0.818428,1.52674,1.73746,7.00763
"1 Jan 2018",7.71341,9.64007,0.765642,0.760761,0.705393,0.614797,0.414,4.53734,1.40759,0.724322,1.52674,1.73746,6.76667
"1 Feb 2018",6.12283,8.19528,0.81006,0.842271,0.780971,0.680668,0.458357,5.02348,1.31184,0.675049,1.69032,1.92362,6.71591
"1 Mar 2018",4.1357,5.83194,0.611837,0.760761,0.705393,0.614797,0.414,4.53734,1.06483,0.547943,1.52674,1.73746,5.79836
"1 Apr 2018",3.40668,4.91086,0.573308,0.78612,0.728906,0.63529,0.4278,4.68858,0.77738,0.366277,1.57763,1.79538,5.04488
"1 May 2018",2.67733,3.94994,0.365399,0.711616,0.659825,0.575081,0.387256,4.24422,0.447889,0.211031,1.42811,1.62522,3.78063
"1 Jun 2018",2.54401,3.58072,0.183564,0.705307,0.653974,0.569982,0.383822,4.20659,0.500531,0.235835,1.41545,1.61081,3.92865
"1 Jul 2018",2.34458,3.07156,0.24817,0.626943,0.581314,0.506654,0.341177,3.73922,0.455128,0.214442,1.25819,1.43184,3.62724
"1 Aug 2018",2.25253,2.806,0.213985,0.59773,0.671508,0.483046,0.32528,3.56498,0.634455,0.298936,1.19956,1.36513,3.7964
"1 Sep 2018",2.35093,2.86603,0.305314,0.604055,0.728824,0.488157,0.328722,3.6027,0.827988,0.390123,1.21225,1.37957,4.43583
"1 Oct 2018",2.32171,2.76395,0.359229,0.573005,0.705393,0.463065,0.311825,3.41752,1.07686,0.507383,1.14994,1.30866,4.99369
"1 Nov 2018",3.2095,3.23385,0.497121,0.716391,0.728906,0.57894,0.389854,4.38529,1.30354,0.614189,1.57763,1.63613,5.85718
"1 Dec 2018",3.49143,3.27706,0.547833,0.611728,0.705393,0.494358,0.332897,3.64847,1.49298,0.703447,1.40136,1.3971,6.48138
"1 Jan 2019",2.96789,2.85536,0.698426,0.558475,0.705393,0.451322,0.303917,3.33086,1.32133,0.622569,1.12078,1.27547,6.21558
"1 Feb 2019",2.8517,2.78587,0.738632,0.560532,0.780971,0.452984,0.305037,3.34312,1.23172,0.580347,1.12491,1.28017,5.8426
"1 Mar 2019",2.15583,2.20247,0.558503,0.450142,0.705393,0.363775,0.244964,2.68474,0.999949,0.471145,0.903371,1.02806,4.78255
