Date,ZONE_1,ZONE_2,ZONE_3,ZONE_4
2013-07-01,0.0,0.0,35.866458892822266,123085.296875
2013-08-01,0.0,0.0,36.726043701171875,124519.611328125
2013-09-01,0.0,0.0,40.33790588378906,128397.46875
2013-10-01,0.0,0.0,44.63315963745117,131707.68359375
2013-11-01,0.0,0.0,49.256370544433594,135193.208984375
2013-12-01,0.0,0.0,52.10457229614258,136410.970703125
2014-01-01,0.0,0.0,52.62413787841797,135676.267578125
2014-02-01,0.0,0.0,52.66575622558594,135512.13671875
2014-03-01,0.0,0.0,49.416297912597656,131782.728515625
2014-04-01,0.0,0.0,44.954891204833984,128274.16796875
2014-05-01,0.0,0.0,39.905643463134766,124758.73828125
2014-06-01,0.0,0.0,36.875980377197266,124011.06640625
2014-07-01,0.0,0.0,35.67878723144531,123790.15625
2014-08-01,0.0,0.0,36.53279113769531,125276.0625
2014-09-01,0.0,0.0,40.15355682373047,129531.46875
2014-10-01,0.0,0.0,44.45063781738281,132752.064453125
2014-11-01,0.0,0.0,49.07603454589844,136240.328125
2014-12-01,0.0,0.0,51.940521240234375,137453.0234375
2015-01-01,0.0,0.0,52.471412658691406,136703.669921875
2015-02-01,0.0,0.0,52.51824951171875,136534.548828125
2015-03-01,0.0,0.0,49.34790802001953,134433.2265625
2015-04-01,0.0,0.0,44.9387092590332,130527.330078125
2015-05-01,0.0,0.0,39.906795501708984,126662.314453125
2015-06-01,0.0,0.0,36.8586311340332,125218.455078125
2015-07-01,0.0,0.0,35.68743896484375,126288.91015625
2015-08-01,0.0,0.0,36.6504020690918,129600.232421875
2015-09-01,0.0,0.0,40.34305953979492,133175.130859375
2015-10-01,0.0,0.0,44.702510833740234,136697.95703125
2015-11-01,0.0,0.0,49.379268646240234,139992.30859375
2015-12-01,0.0,0.0,52.25971984863281,141073.236328125
2016-01-01,0.0,0.0,52.81130599975586,140181.703125
2016-02-01,0.0,0.0,52.89248275756836,139902.095703125
2016-03-01,0.0,0.0,49.793296813964844,137662.814453125
2016-04-01,0.0,0.0,45.41521453857422,133626.87109375
2016-05-01,0.0,0.0,40.35338592529297,129630.484375
2016-06-01,0.0,0.0,37.349388122558594,128092.1328125
2016-07-01,0.0,0.0,36.21355056762695,129091.849609375
2016-08-01,0.0,0.0,37.21188735961914,132351.927734375
2016-09-01,0.0,0.0,40.94102096557617,135886.18359375
2016-10-01,0.0,0.0,45.43103790283203,139340.0
2016-11-01,0.0,0.0,50.06888961791992,142578.544921875
2016-12-01,0.0,0.0,52.9525260925293,143576.0625
2017-01-01,0.0,0.0,53.514705657958984,142604.62109375
