Date,03022001-3,03041002-5,03041005-K,03404001-K,03414001-4,03421001-2,03430001-1,03430003-8,03431001-7,03453001-7,03802001-3,03804002-2,03806001-5,03814003-5,03815002-2,03820001-1,03820003-8,04301002-6,04302001-3,04308001-6
2003-02-01,0.6219642857142856,0.01971428571428572,0.2708571428571429,1.078678571428571,6.901428571428572,1.840357142857143,0.5050714285714285,9.1325,6.692857142857143,0.07910714285714285,4.878214285714286,9.061428571428571,9.473928571428571,8.184285714285714,7.83015782757869,18.07857142857143,25.78928571428571,7.196785714285714,1.034964285714286,17.3
2003-03-01,0.5910322580645161,0.0222258064516129,0.2745967741935484,0.9560967741935483,3.684516129032258,1.448387096774193,0.05593548387096774,5.388709677419355,4.940967741935483,0.06929032258064517,3.846,7.203200000000001,6.913548387096774,6.011612903225806,4.871108490722931,12.71612903225806,12.53548387096774,3.680322580645162,0.7918709677419354,12.14516129032258
2003-04-01,0.6085159913849107,0.02593333333333333,0.2327666666666666,0.9393333333333334,2.695666666666667,1.082862068965517,0.05096666666666667,4.676,4.186333333333334,0.1021,2.441941587360479,5.33732235674126,5.901,4.849666666666667,5.059631761296354,11.17666666666667,10.43733333333333,2.160000000000001,0.721,10.21133333333333
2003-05-01,0.63975,0.02703225806451613,0.2900416666666666,1.025677419354839,2.340645161290323,1.005032258064516,0.05080645161290322,3.885806451612903,4.01741935483871,0.1408064516129032,2.260912281514806,6.109354838709677,5.515806451612904,4.170967741935484,4.33503495312256,9.970322580645162,10.17612903225806,2.16,0.7320967741935483,9.110322580645162
2003-06-01,0.6305666666666667,0.02806666666666667,0.2821,1.165633333333333,1.870333333333333,1.018433333333333,0.05573333333333333,3.459666666666667,3.841666666666667,0.1520333333333333,2.486652651780204,5.674285714285714,4.925333333333333,4.065666666666667,4.351642975392419,10.486,10.25066666666667,2.160000000000001,0.7384333333333333,8.792333333333334
2003-07-01,0.6228064516129032,0.02683870967741935,0.2726129032258064,1.097064516129032,1.596451612903226,0.7975483870967742,0.05293548387096774,3.318064516129032,3.55483870967742,0.141516129032258,2.677931034482758,4.583748182020539,4.804516129032258,3.504193548387097,3.631410514269977,9.399032258064516,9.672258064516129,1.856129032258065,0.7673548387096775,7.616129032258065
2003-08-01,0.663741935483871,0.03661290322580645,0.2953870967741936,1.107096774193548,1.450322580645161,0.7028064516129032,0.011,2.959677419354839,2.860645161290322,0.1442903225806452,2.132181175259328,4.777741935483871,3.987096774193548,2.807619047619048,2.509411285413096,7.72,7.03,1.46,0.6739677419354839,6.104193548387096
2003-09-01,0.7179333333333333,0.03213333333333333,0.2589,0.9566,1.246533333333333,0.5499333333333334,0.142,1.937333333333333,2.107666666666666,0.1685666666666667,2.181,3.826666666666667,3.272333333333334,2.872877248371827,2.005638898536313,6.163333333333333,5.323333333333333,1.46,0.6831333333333334,5.481666666666666
2003-10-01,0.7499677419354839,0.02374193548387097,0.2707653918675114,0.786483870967742,0.9230645161290322,0.4188387096774194,0.6469677419354839,1.384709677419355,2.15741935483871,0.1663870967741936,2.170645161290322,3.154516129032258,2.736451612903226,2.712580645161291,1.773054324243618,4.033548387096775,4.257741935483871,2.355161290322581,0.6674193548387097,6.478387096774194
2003-11-01,0.7282333333333334,0.01806666666666667,0.2600333333333333,0.7380333333333334,1.399333333333334,0.5188270569844917,0.8421666666666667,1.786333333333333,2.123333333333334,0.1111,2.238,3.138666666666666,2.680333333333333,2.944,3.732787375602086,3.921333333333334,4.684,2.985333333333334,0.7382666666666666,8.074
