Date,Runoff/Infiltration from AC1 to AC3,Runoff/Infiltration from AC2 to AC3,Runoff/Infiltration from Q_AS to AC_7,Runoff/Infiltration from Q_AS to Q_AS1,Runoff/Infiltration from Q_AS to Q_AS2,Runoff/Infiltration from Q_AV to AC_4B,Runoff/Infiltration from Q_AV to Q_AguaV,Runoff/Infiltration from Q_Cam to AC3,Runoff/Infiltration from Q_Cam to Q_Cam,Runoff/Infiltration from Q_Chanch to AC2,Runoff/Infiltration from Q_Chanch to Q_Chanch,Runoff/Infiltration from Q_DelP to AC_8,Runoff/Infiltration from Q_DelP to Q_DelP,Runoff/Infiltration from Q_Honda to AC_4A,Runoff/Infiltration from Q_Honda to Q_El_J,Runoff/Infiltration from Q_Mait to AC_5,Runoff/Infiltration from Q_Mait to Q_Mait,Runoff/Infiltration from Q_S_N_1 to AC_4B,Runoff/Infiltration from Q_S_N_1 to Q_S_N1,Runoff/Infiltration from Q_S_N_2 to AC_5,Runoff/Infiltration from Q_S_N_2 to AC_6,Runoff/Infiltration from Q_S_N_2 to Q_S_N_2,Runoff/Infiltration from Q_S_N_3 to AC_6,Runoff/Infiltration from Q_S_N_3 to Q_S_N_6,Runoff/Infiltration from Q_S_N_4 to AC_6,Runoff/Infiltration from Q_S_N_4 to Q_S_N_7,Runoff/Infiltration from Q_S_N_5 to AC_7,Runoff/Infiltration from Q_S_N_5 to Q_S_N_5,Runoff/Infiltration from Q_S_N_6 to AC_8,Runoff/Infiltration from Q_S_N_6 to Q_S_N_3,Runoff/Infiltration from R_Car_Hu to R_Car_Hu 2,Runoff/Infiltration from R_Car_Hu to R_Car_Hu 3,Runoff/Infiltration from R_Car_Hu to R_Car_Hu 4,Runoff/Infiltration from R_Car_Hu to R_Car_Hu_1,Runoff/Infiltration from R_Car_Pot to AC1,Runoff/Infiltration from R_Car_Pot to R_Car_Pot,Runoff/Infiltration from R_Chollay to AC2,Runoff/Infiltration from R_Chollay to R_Chollay,Runoff/Infiltration from R_Lag_Ch to AC2,Runoff/Infiltration from R_Lag_Ch to R_Emb_Ch,Runoff/Infiltration from R_Lag_Grande to AC2,Runoff/Infiltration from R_Lag_Grande to R_Lag_Grande,Runoff/Infiltration from R_Pot to AC1,Runoff/Infiltration from R_Pot to R_Pot,Runoff/Infiltration from R_Transito to AC2,Runoff/Infiltration from R_Transito to R_SubTra1,Runoff/Infiltration from R_Transito to R_SubTra2,Runoff/Infiltration from R_Transito to R_SubTra3,Runoff/Infiltration from R_Transito to R_SubTra4,Runoff/Infiltration from R_Vel to AC2,Runoff/Infiltration from R_Vel to R_Vel,Runoff/Infiltration from ZR1_1_notec to AC1,Runoff/Infiltration from ZR1_1_notec to R_Car_Hu,Runoff/Infiltration from ZR1_1_tec to AC1,Runoff/Infiltration from ZR1_1_tec to R_Car_Hu,Runoff/Infiltration from ZR1_2_notec to AC1,Runoff/Infiltration from ZR1_2_notec to R_Car_Hu,Runoff/Infiltration from ZR1_2_tec to AC1,Runoff/Infiltration from ZR1_2_tec to R_Car_Hu,Runoff/Infiltration from ZR2_1_notec to AC2,Runoff/Infiltration from ZR2_1_notec to R_Tra,Runoff/Infiltration from ZR2_1_tec to AC2,Runoff/Infiltration from ZR2_1_tec to R_Tra,Runoff/Infiltration from ZR2_2_notec to AC2,Runoff/Infiltration from ZR2_2_notec to R_Tra,Runoff/Infiltration from ZR2_2_tec to AC2,Runoff/Infiltration from ZR2_2_tec to R_Tra,Runoff/Infiltration from ZR3_notec to AC3,Runoff/Infiltration from ZR3_notec to R_Huas_Emb,Runoff/Infiltration from ZR3_tec to AC3,Runoff/Infiltration from ZR3_tec to R_Huas_Emb,Runoff/Infiltration from ZR4_1_notec to AC_4A,Runoff/Infiltration from ZR4_1_notec to AC_4B,Runoff/Infiltration from ZR4_1_notec to R_Huas_bajoEmb,Runoff/Infiltration from ZR4_1_tec to AC_4A,Runoff/Infiltration from ZR4_1_tec to AC_4B,Runoff/Infiltration from ZR4_1_tec to R_Huas_bajoEmb,Runoff/Infiltration from ZR4_2_notec to AC_4B,Runoff/Infiltration from ZR4_2_notec to R_Huas_Subt,Runoff/Infiltration from ZR4_2_tec to AC_4B,Runoff/Infiltration from ZR4_2_tec to R_Huas_Subt,Runoff/Infiltration from ZR5_notec to AC_5,Runoff/Infiltration from ZR5_notec to R_Huas_Subt,Runoff/Infiltration from ZR5_tec to AC_5,Runoff/Infiltration from ZR5_tec to R_Huas_Subt,Runoff/Infiltration from ZR6_notec to AC_6,Runoff/Infiltration from ZR6_notec to R_Huas_Subt,Runoff/Infiltration from ZR6_tec to AC_6,Runoff/Infiltration from ZR6_tec to R_Huas_Subt,Runoff/Infiltration from ZR7_notec to AC_7,Runoff/Infiltration from ZR7_notec to R_Huas_Subt,Runoff/Infiltration from ZR7_tec to AC_7,Runoff/Infiltration from ZR7_tec to R_Huas_Subt,Runoff/Infiltration from ZR8_notec to AC_8,Runoff/Infiltration from ZR8_notec to R_Huas_Subt,Runoff/Infiltration from ZR8_tec to AC_8,Runoff/Infiltration from ZR8_tec to R_Huas_Subt
1999-11-01,0,0,1624.89024,3249.78048,3249.78048,5302.20384,5321.43648,4842.970560000001,19371.9168,9730.2816,24286.0032,1107.01728,1212.45984,3942.57024,15770.2464,3013.91712,12077.078399999999,6805.56384,6806.0304,728.8202880000001,728.8202880000001,5836.86432,610.530048,2447.40096,1139.9616,4568.73696,585.343584,3004.20576,1102.56768,1249.91424,31136.4,31136.4,49817.980800000005,12454.56,86632.41600000001,29384.0352,38610.3456,58178.6496,15733.9584,6372.362880000001,36261.9936,11895.119999999999,34455.3696,9926.064,11571.8976,18414.691199999997,7365.86784,7365.86784,3682.9296,31668.7968,47504.3616,6833.31552,6833.31552,614.928672,614.928672,2164.4496,2164.4496,257.51606400000003,1030.0608,4605.38784,18421.5168,1907.90208,7631.6256,109.30982399999999,437.237568,838.52496,3354.09984,1326.90528,1326.90528,432.04579200000006,432.04579200000006,3095.78976,3095.78976,0,1427.5872,2141.3721600000003,0,9922.176,0,3807.12096,0,30346.0128,7586.49888,5038.13088,1259.53056,5275.17792,1318.79232,538.862112,134.715744,549.592128,137.398464,831.359808,207.840384,2096.98848,0,1653.85152,0
1999-12-01,0,0,1502.1158400000002,3004.2316800000003,3004.2316800000003,4933.6128,4933.6128,4457.73888,17830.9728,12279.945600000001,31550.342399999998,984.9686399999999,985.96224,3629.4480000000003,14517.878400000001,2804.5180800000003,11219.1264,6281.4528,6281.48736,681.3028800000001,681.3028800000001,5450.8032,565.648704,2262.9456,1046.06208,4184.835840000001,547.33536,2233.15488,1014.5347200000001,1027.47744,29583.792,29583.792,47333.894400000005,11833.5168,92338.272,45458.6688,39315.196800000005,59466.096,20450.9664,8443.03392,41059.699199999995,15273.6192,50631.264,16830.72,38043.5616,54509.328,21803.731200000002,21803.731200000002,10901.865600000001,31243.3632,46866.124800000005,8493.44832,8493.44832,764.322912,764.322912,2897.05248,2897.05248,344.678112,1378.71072,6076.26144,24305.097599999997,2517.2553599999997,10069.056,105.782976,423.133632,1188.88128,4755.51648,1798.7875199999999,1798.7875199999999,585.6935040000001,585.6935040000001,3762.91008,3762.91008,0,1735.2144,2602.82592,0,11554.0992,0,4464.2361599999995,0,30319.6608,7579.9152,5033.7072,1258.42464,5948.40672,1487.09952,607.633056,151.90848,577.531296,144.38304,895.32864,223.83216,2435.75424,0,1941.7449600000002,0
2000-01-01,0,0,1432.09728,2864.19456,2864.19456,4729.38912,4729.38912,4237.45344,16949.8656,13104.288,31220.8128,903.312,903.312,3456.1296,13824.604800000001,2674.2614399999998,10697.097600000001,5982.871679999999,5982.871679999999,655.186752,655.186752,5241.51648,538.2676799999999,2153.088,984.20832,3936.8419200000003,524.371104,2098.64736,962.57376,963.2217599999999,29065.7376,29065.7376,46505.1456,11626.3296,96040.512,41251.248,40320.9792,60830.352,23241.772800000002,9667.3824,51121.3248,17387.4816,84038.68800000001,31445.4528,67305.77279999999,84060.9792,33624.2016,33624.2016,16812.2304,29517.436800000003,44276.112,8319.10176,8319.10176,748.633536,748.633536,2720.3817599999998,2720.3817599999998,323.657856,1294.63488,6039.55008,24158.2176,2502.04896,10008.2304,105.782976,423.133632,1178.6774400000002,4714.72704,1694.9260800000002,1694.9260800000002,551.876544,551.876544,2699.31744,2699.31744,0,1244.75616,1867.1299199999999,0,12534.739200000002,0,5642.360640000001,0,29107.1232,7276.78944,5227.87392,1306.96416,5659.0358400000005,1414.7568,578.073888,144.518688,373.267872,93.31718400000001,981.98784,245.49696,2103.72768,0,1886.8377600000001,0
2000-02-01,0,0,1455.1055999999999,2910.2111999999997,2910.2111999999997,4831.5484799999995,4831.5484799999995,4296.30912,17185.3056,12868.243199999999,30083.9616,880.0272,880.0272,3509.72352,14038.9632,2716.2691200000004,10865.0592,6074.61984,6074.61984,670.486464,670.486464,5363.85888,546.09984,2184.39936,986.688,3946.76064,533.706624,2134.8316800000002,972.5443200000001,972.5443200000001,30604.176,30604.176,48966.508799999996,12241.6704,94176.86399999999,32099.673600000002,41285.203199999996,61974.46079999999,22685.9616,9434.7936,54189.647999999994,13773.3696,89492.256,33863.5296,59614.4448,75086.5248,30034.627200000003,30034.627200000003,15017.2704,27832.032000000003,41747.9616,7211.0217600000005,7211.0217600000005,648.9184319999999,648.9184319999999,2275.2576,2275.2576,270.69897599999996,1082.79936,5204.615040000001,20818.4256,2156.1551999999997,8624.60352,113.078592,452.31523200000004,971.6112,3886.42752,1431.2592,1431.2592,466.02604799999995,466.02604799999995,2315.72736,2315.72736,0,1067.86944,1601.8041600000001,0,11708.496,0,5432.14944,0,29148.336000000003,7287.08832,5081.38272,1270.34784,5289.93504,1322.4816,540.369792,135.092448,380.69913599999995,95.17478399999999,966.56544,241.641792,2004.61824,0,1791.6422400000001,0
2000-03-01,0,0,1286.85888,2573.71776,2573.71776,4295.9376,4295.9376,3787.4476799999998,15149.894400000001,10802.6784,25240.5504,739.9615679999999,739.9615679999999,3098.9865600000003,12395.8944,2399.89824,9599.5584,5366.93472,5366.93472,595.9448639999999,595.9448639999999,4767.552,481.69036800000003,1926.77184,858.6423360000001,3434.54688,470.64844800000003,1882.60416,853.27776,853.27776,28202.0832,28202.0832,45123.263999999996,11280.815999999999,77843.54879999999,26432.5248,36030.3552,54105.4944,17859.4848,7412.420160000001,43568.409600000006,11005.9776,64914.2208,24092.8128,46696.43519999999,59315.500799999994,23726.2176,23726.2176,11863.152,22534.934400000002,33802.272000000004,5675.425920000001,5675.425920000001,510.730272,510.730272,1721.57184,1721.57184,204.825024,819.2992320000001,3970.79712,15883.171199999999,1645.0128,6580.04256,96.67382400000001,386.69529600000004,725.83344,2903.33376,1081.79712,1081.79712,352.237248,352.237248,1764.39168,1764.39168,0,813.6244800000001,1220.43456,0,11011.68,0,5106.456,0,27925.603199999998,6981.4137599999995,4771.79424,1192.95072,4297.70016,1074.4272,439.012224,109.753056,376.45775999999995,94.114656,938.78784,234.69696,1661.43744,0,1480.6972799999999,0
2000-04-01,0,0,1251.4953600000001,2502.9907200000002,2502.9907200000002,4200.69888,4200.69888,3664.10304,14656.3776,9999.7632,23332.8384,679.2232319999999,679.2232319999999,3002.5468800000003,12010.2048,2329.74144,9318.931199999999,5214.9312,5214.9312,581.5929600000001,581.5929600000001,4652.7696,466.147008,1864.58976,818.4300479999999,3273.72192,454.896864,1819.5926399999998,821.5499520000001,821.5499520000001,28762.9056,28762.9056,46020.7008,11505.1968,72982.6848,25300.7712,35038.3104,52589.347200000004,16029.792,6640.401599999999,39186.3744,10395.7344,51983.68319999999,19045.3248,40701.312,52141.7088,20856.7008,20856.7008,10428.3936,20912.3424,31369.0752,4021.64352,4021.64352,361.906272,361.906272,1084.3632,1084.3632,129.01248,516.04992,2577.92544,10311.6672,1067.9731199999999,4271.90112,56.7896832,227.15856,426.38054400000004,1705.5187199999998,633.531456,633.531456,206.28086399999998,206.28086399999998,1116.83232,1116.83232,0,515.010528,772.51536,0,10338.7968,0,4046.33664,0,27537.0624,6884.274240000001,4572.10656,1143.0288,3270.04992,817.513344,334.03795199999996,83.50940159999999,338.296608,84.57419519999999,844.800192,211.199616,1132.26336,0,1029.4387199999999,0
2000-05-01,0,0,1327.76928,2655.5472,2655.5472,4280.99904,4724.352,3821.06592,15284.3328,8694.0864,20286.2016,879.49152,9400.4928,3320.8704,15189.8112,2429.3001600000002,9903.168,5383.7136,5401.71072,591.293952,591.293952,4819.1328,482.99068800000003,1982.1456,872.9078400000001,3570.0307199999997,481.119264,11524.1184,858.048768,6909.61536,29189.030400000003,29189.030400000003,46702.224,11675.5776,69598.0512,23345.539200000003,33440.9472,50202.8928,13553.913600000002,5550.258239999999,33981.897600000004,11806.7328,39230.6112,14989.1904,33545.4912,43336.4256,17334.6912,17334.6912,8667.3024,20570.8032,30872.275200000004,1409.2963200000002,1409.2963200000002,126.82224,126.82224,183.24489599999998,183.24489599999998,21.801571199999998,87.20611199999999,724.702464,2898.8064,300.227904,1200.90816,2.50688736,10.0274976,18.8218944,75.2874048,59.794329600000005,59.794329600000005,19.4692896,19.4692896,305.105184,305.105184,0,140.695488,211.04236799999998,0,14014.080000000002,0,3816.6940799999998,0,23702.630400000002,5925.66624,3934.5091199999997,983.62944,1815.58368,453.895488,185.462784,46.365696,246.178656,61.544620800000004,744.018048,186.004512,578.847168,0,578.258784,0
2000-06-01,0,0,1886.94144,3773.8656,3773.8656,5636.26944,7130.96352,5361.10272,21444.48,8129.5660800000005,18969.0336,2059.96608,32150.304,5021.30016,26907.8112,3401.23104,14417.9136,7658.47008,7757.0352,790.4735999999999,790.4735999999999,6690.23712,666.919872,2875.1587200000004,1314.3427199999999,5662.9324799999995,690.846624,24602.486399999998,1266.9523199999999,18701.6256,35372.6784,35372.6784,56596.32,14149.1232,81954.3744,26908.5888,37058.3424,56261.347200000004,12756.7872,5552.098559999999,32103.907199999998,16056.4896,33517.6704,15528.0672,29879.193600000002,38914.3008,15565.823999999999,15565.823999999999,7782.90336,25022.3904,38224.656,596.633472,596.633472,55.270944,55.270944,86.4648,86.4648,10.8351648,43.340572800000004,454.7232,1818.8928,188.54208,754.16832,1.34841888,5.393684159999999,11.3794848,45.5180256,18.9158112,18.9158112,6.80635872,6.80635872,106.303968,106.303968,0,72.2192544,108.329184,0,7058.12832,0,1854.9216,0,10336.032,2583.9993600000003,1933.5110399999999,483.376896,795.1443840000001,198.786528,114.84806400000001,28.7121024,296.6976,74.1743136,456.07536,114.018624,593.23968,0,444.616128,0
2000-07-01,0,0,2335.53888,4671.06048,4671.06048,6849.99936,8315.29152,6895.9641599999995,27583.977600000002,7163.38944,16714.5984,3378.3868800000005,26587.440000000002,6220.83456,29091.0528,4243.5792,17781.8112,9948.960000000001,10068.192,977.07168,977.07168,8242.83648,864.27648,3794.5497600000003,1821.2947199999999,8058.70944,865.6416,17386.0128,1682.8214400000002,14683.766399999999,40423.536,40423.536,64677.744,16169.5008,93780.288,29358.547199999997,39289.3632,61603.5456,11843.3664,5358.67488,28349.568000000003,13263.523200000001,27409.104,13314.844799999999,25179.033600000002,33050.9376,13220.4096,13220.4096,6610.22208,27945.5616,43861.9104,1245.95712,1245.95712,112.12387199999999,112.12387199999999,155.889792,155.889792,18.547056,74.1880512,567.227232,2268.9072,234.98899200000002,939.9542399999999,2.3909903999999997,9.563961599999999,17.95176,71.8069536,51.8147712,51.8147712,16.8711552,16.8711552,288.45936,288.45936,0,133.01884800000002,199.52870399999998,0,15438.6432,0,4117.59072,0,23376.9888,5844.24288,3880.4486399999996,970.11648,1668.98016,417.245472,170.48707199999998,42.6218112,210.737376,52.6844736,652.653504,163.163808,561.581856,0,543.243456,0
2000-08-01,0,0,2467.0656,4934.09664,4934.09664,7446.193920000001,8089.130880000001,7583.48352,30334.0032,6551.80704,15287.615999999998,3810.3264,11192.8608,6282.38592,25129.6128,4560.09696,18561.311999999998,10989.9072,11043.9072,1066.03776,1066.03776,8712.489599999999,977.71104,4071.80736,2104.4188799999997,8805.2832,929.4912,8616.1968,1869.8256000000001,6761.42208,39205.814399999996,39205.814399999996,62729.6832,15682.3776,113574.52799999999,35630.6688,39503.203199999996,59280.6816,10625.7312,3567.2227199999998,28086.739199999996,9601.8912,26927.2512,11008.3968,22082.284799999998,29208.2112,11683.2672,11683.2672,5841.642239999999,34810.992,52218.6912,2128.32576,2128.32576,191.5272,191.5272,328.669056,328.669056,39.1035168,156.41424,974.6783999999999,3898.70496,403.78608,1615.14432,4.55946624,18.2379168,34.2328032,136.93104,130.931424,130.931424,42.6317472,42.6317472,714.794112,714.794112,0,329.617728,494.42659199999997,0,15125.3568,0,6080.63328,0,36775.2096,9193.824,6104.48832,1526.1177599999999,2701.5897600000003,675.3974400000001,275.96851200000003,68.9922144,564.46848,141.11712,1093.7376,273.433536,987.5519999999999,0,833.3711999999999,0
2000-09-01,0,0,2480.2243200000003,4960.4313600000005,4960.4313600000005,7724.16864,8110.73088,7644.931200000001,30579.724800000004,6224.1696,14523.062399999999,3757.03488,7561.831679999999,6078.533759999999,24543.0432,4631.9039999999995,18655.4016,11347.430400000001,11376.4608,1097.96256,1097.96256,8871.206400000001,1006.3008,4083.40224,2154.37536,8755.8624,947.2723199999999,6341.73408,1925.8473600000002,4585.96512,38259.9936,38259.9936,61216.3008,15304.032000000001,142093.44,43990.300800000005,40207.3632,60795.7056,9546.336000000001,3313.20672,33332.5152,15310.5984,33197.7312,11583.043199999998,20198.937599999997,26911.3536,10764.576000000001,10764.576000000001,5382.2707199999995,47337.004799999995,71155.3248,3409.18848,3409.18848,306.791712,306.791712,897.0912,897.0912,106.731648,426.927456,1972.99584,7891.96608,817.3656,3269.4624,38.095487999999996,152.38195199999998,286.02288,1144.09152,509.88009600000004,509.88009600000004,166.019328,166.019328,1434.78432,1434.78432,0,661.630464,992.44224,0,15911.078399999999,0,8418.11616,0,45765.9936,11441.519999999999,7596.91008,1899.22752,3184.69536,796.174272,325.318464,81.3297024,751.504608,187.875936,1287.49824,321.875424,1141.9056,0,941.2416,0
2000-10-01,0,0,2292.91776,4585.8096,4585.8096,7296.09984,7397.1273599999995,7014.6431999999995,28058.572799999998,11239.603200000001,31672.079999999998,3327.5836799999997,4085.96832,5538.90528,22155.638400000003,4290.7104,17191.5264,10615.7952,10623.139200000001,1028.42784,1028.42784,8248.77216,930.7958400000001,3735.99648,1966.54176,7895.612160000001,882.0576,4219.03296,1794.64896,2516.06304,39876.7968,39876.7968,63802.944,15950.736,159499.584,53376.451199999996,44147.7216,67598.6688,15331.8528,5794.770240000001,45763.2288,32747.0688,46750.3488,15982.617600000001,17466.624,23430.2112,9372.0672,9372.0672,4686.0336,63212.2272,94886.208,5116.72896,5116.72896,460.45324800000003,460.45324800000003,1525.9708799999999,1525.9708799999999,181.553184,726.211872,3342.5568,13370.2272,1384.74144,5538.98304,72.9577152,291.830688,547.77168,2191.08672,899.32896,899.32896,292.826016,292.826016,2336.88672,2336.88672,0,1077.624,1616.4403200000002,0,16535.3184,0,3905.41824,0,51139.0368,12784.780799999999,9093.6864,2273.41728,4244.97024,1061.24256,433.626048,108.406944,967.464,241.864704,1467.04608,366.76108800000003,1713.63168,0,1366.01856,0
2000-11-01,0,0,2249.6400000000003,4499.26272,4499.26272,7243.53408,7260.736319999999,6829.332479999999,27317.3472,27895.536,97207.776,3092.78304,3188.4969600000004,5394.23712,21576.931200000003,4210.531199999999,16846.703999999998,10435.9968,10437.4656,1019.55456,1019.55456,8160.03072,908.6860800000001,3636.3340799999996,1890.9331200000001,7567.26624,870.31584,3622.1299200000003,1756.46016,1903.84992,46587.312000000005,46587.312000000005,74539.6992,18634.9248,182583.07200000001,90688.896,56210.0256,87901.632,34648.992,14197.5936,71571.3408,45577.295999999995,75617.3664,25559.4528,18850.2336,28679.0976,11471.5872,11471.5872,5735.80224,83280.3552,125169.408,6712.9344,6712.9344,604.094976,604.094976,2126.20032,2126.20032,252.96537600000002,1011.86496,4554.65376,18218.6496,1886.8896,7547.54976,109.30982399999999,437.237568,825.661728,3302.64864,1306.48896,1306.48896,425.39904,425.39904,3016.5264,3016.5264,0,1391.03136,2086.54272,0,11897.279999999999,0,4643.04096,0,35189.856,8797.4208,5841.599039999999,1460.40192,5088.1392,1272.0326400000001,519.755616,129.93868799999998,642.1939199999999,160.54847999999998,971.41248,242.85312,2054.92032,0,1620.6739200000002,0
2000-12-01,0,0,2070.47232,4140.936,4140.936,6715.483200000001,6717.159360000001,6247.03104,24988.176,38129.7024,128960.64,2699.68032,2706.32448,4945.93344,19783.7856,3872.448,15490.3968,9579.6864,9579.945600000001,946.4342399999999,946.4342399999999,7571.90592,831.5066879999999,3326.13216,1705.3286400000002,6821.582399999999,804.822912,3241.00224,1606.6771199999998,1628.73504,35165.8368,35165.8368,56265.4944,14066.438400000001,190941.40800000002,299910.816,65944.5408,106556.256,54681.004799999995,23072.8608,113668.704,76005.1296,158113.728,60406.7328,71674.1568,125448.48000000001,50179.392,50179.392,25089.696,82521.936,124009.92,8565.54912,8565.54912,770.812416,770.812416,2916.24192,2916.24192,346.9608,1387.8432,6105.0499199999995,24420.182399999998,2529.1872,10116.7488,105.782976,423.133632,1197.49536,4789.99872,1797.3705599999998,1797.3705599999998,585.233856,585.233856,3709.08288,3709.08288,0,1710.39168,2565.58752,0,13040.0928,0,5133.01536,0,34702.8192,8675.6832,5761.54944,1440.3830400000002,5985.2304,1496.30976,611.394048,152.848512,696.7892159999999,174.19708799999998,1080.31104,270.07776,2504.7792,0,1996.77312,0
2001-01-01,0,0,1967.40576,3934.8028799999997,3934.8028799999997,6421.87008,6421.87008,5912.55072,23650.271999999997,36699.3504,85631.90400000001,2435.2358400000003,2435.2358400000003,4692.00384,18768.0672,3678.22944,14713.056,9071.568000000001,9071.654400000001,906.93216,906.93216,7255.44864,786.98736,3147.95808,1591.4879999999998,6365.96928,768.0096,3073.15296,1516.4496000000001,1517.7456,33628.6944,33628.6944,53806.1184,13451.5296,178927.488,61106.486399999994,70538.68800000001,108576.288,58732.560000000005,24723.6192,143429.184,53561.0016,213238.656,82939.33439999999,120035.52,148913.856,59565.456,59565.456,29782.8576,72076.78080000001,108128.736,8302.6512,8302.6512,747.153504,747.153504,2708.5190399999997,2708.5190399999997,322.246944,1288.98432,6019.6608,24078.6432,2493.8064,9975.2256,105.76224,423.04896,1171.1951999999999,4684.77216,1681.66368,1681.66368,547.5565439999999,547.5565439999999,2660.52384,2660.52384,0,1226.86272,1840.2940800000001,0,22267.2672,0,5260.30848,0,73688.05440000001,18422.0352,12231.8208,3057.9552,5671.27872,1417.81536,579.324096,144.830592,982.11744,245.528064,2383.85376,595.964736,2180.26944,0,1955.4825600000001,0
2001-02-01,0,0,2064.54528,4129.07328,4129.07328,6781.00032,6781.00032,6185.71296,24742.886400000003,34230.1248,80214.9696,2421.3513599999997,2421.3513599999997,4919.3568000000005,19677.427200000002,3858.25248,15433.1136,9490.6944,9490.6944,958.36608,958.36608,7666.92864,823.449888,3293.8099199999997,1641.74688,6566.996160000001,807.1894080000001,3228.75936,1579.62528,1579.62528,36863.2512,36863.2512,58981.392,14745.3696,177215.904,97518.81599999999,74432.1312,114304.608,59585.673599999995,25135.488,153780.768,61031.059199999996,213900.47999999998,83896.0416,104377.24799999999,130857.984,52343.193600000006,52343.193600000006,26171.6832,68627.52,102983.616,7355.1888,7355.1888,661.891392,661.891392,2336.32512,2336.32512,277.965216,1111.86432,5371.28928,21485.1744,2225.20608,8900.8416,117.08928,468.357984,997.63488,3990.53952,1444.74624,1444.74624,470.415168,470.415168,2292.55488,2292.55488,0,1057.18176,1585.77696,0,24168.672,0,5710.02912,0,68336.6112,17084.1312,11343.542399999998,2835.88128,5329.4544000000005,1332.36576,544.4064,136.1016,931.64256,232.909344,2249.65728,562.415616,2043.3340799999999,0,1826.24544,0
2001-03-01,0,0,1772.78976,3545.57952,3545.57952,5850.80928,5916.35232,5384.80224,21539.2608,29098.224,78277.4496,2006.8991999999998,4027.7433600000004,4306.54752,17795.2896,3313.55232,13287.887999999999,8101.7712,8104.4496,830.803392,830.803392,6684.552000000001,709.751808,2858.56992,1398.8851200000001,5633.3232,689.822784,3582.1267199999998,1355.2272,2574.70272,37897.113600000004,37897.113600000004,60635.7792,15158.9664,173670.04799999998,128425.82400000001,66892.8672,104161.248,52390.6272,22161.0816,133500.96,59143.5648,168816.096,68843.51999999999,76249.6416,97891.2,39156.479999999996,39156.479999999996,19578.326399999998,60792.249599999996,91334.304,5300.57088,5300.57088,476.99712,476.99712,1667.1571199999998,1667.1571199999998,198.35020799999998,793.4008319999999,3546.4694400000003,14185.8432,1469.22336,5876.8848,92.336544,369.34704,693.270144,2773.08576,1058.65056,1058.65056,344.700576,344.700576,1719.45504,1719.45504,0,792.904032,1189.3564800000001,0,21830.5152,0,5157.12096,0,55769.1264,13942.2816,9257.4144,2314.34496,4292.835840000001,1073.2089600000002,438.515424,109.62864,744.7861439999999,186.19632,1802.98656,450.74707200000006,1629.5472,0,1452.39264,0
2001-04-01,0,0,1732.52736,3465.0374399999996,3465.0374399999996,5746.031999999999,5746.031999999999,5325.600960000001,21302.4384,27999.0432,65331.0144,1880.9020799999998,1880.9020799999998,4280.80032,17123.2704,3237.09696,12949.2864,7877.20032,7877.32992,818.856864,818.856864,6552.169919999999,695.566656,2783.02176,1353.49056,5415.370559999999,668.696256,2708.0006399999997,1321.97184,1384.66368,35084.361600000004,35084.361600000004,56135.376000000004,14033.8656,181327.68,57968.6976,67228.0128,101127.744,45721.6704,18972.4032,120839.04000000001,35033.04,129085.056,46459.007999999994,64901.001599999996,83900.016,33560.0064,33560.0064,16780.0032,59455.295999999995,89198.496,4008.5020799999998,4008.5020799999998,360.72432,360.72432,1076.2848,1076.2848,128.051712,512.20512,2547.91008,10191.657599999999,1055.54016,4222.16928,56.6886816,226.755072,425.62195199999996,1702.48608,642.698496,642.698496,209.265984,209.265984,1138.1731200000002,1138.1731200000002,0,524.853216,787.280256,0,22558.608,0,5328.83232,0,44333.9136,11083.4784,7359.19776,1839.8016,3410.1216,852.5304,348.345792,87.08601599999999,554.3173439999999,138.579552,1383.80832,345.95164800000003,1202.95584,0,1093.7116800000001,0
2001-05-01,0,0,1569.55968,3139.1279999999997,3139.1279999999997,5238.164159999999,5238.164159999999,4797.06624,19188.3168,22725.7056,53026.444800000005,1588.3776,1588.3776,3859.4188799999997,15437.7792,2927.60352,11710.483199999999,7125.61536,7125.64128,743.89968,743.89968,5951.3184,626.9616,2507.92416,1199.0332799999999,4796.25408,600.6484800000001,2406.2745600000003,1184.48352,1192.2336,33008.0832,33008.0832,52813.2096,13203.3024,151209.50400000002,48182.601599999995,59197.7376,88816.60800000001,33023.2032,13635.3024,95028.768,24793.0848,85945.4496,29234.4768,52111.6416,68071.968,27228.873600000003,27228.873600000003,13614.3936,49364.8128,74083.5072,2063.30976,2063.30976,185.677056,185.677056,258.997824,258.997824,30.8143872,123.257376,944.08416,3776.35392,391.11379200000005,1564.45344,3.50815104,14.032569599999999,26.339471999999997,105.35788799999999,93.46579200000001,93.46579200000001,30.4330176,30.4330176,424.02441600000003,424.02441600000003,0,195.533568,293.299488,0,18995.904,0,5727.481919999999,0,34140.96,8535.24,5667.217920000001,1416.8044800000002,2648.13408,662.033952,270.508896,67.6271808,420.202944,105.051168,1051.64352,262.91088,913.0406399999999,0,818.3410560000001,0
