date,Embalse Santa Juana,Laguna Grande,Sin informacion
1992-04-01,0.024538593366742134,0.055965445935726166,0.055965445935726166
1992-05-01,0.030948936939239502,0.0882999449968338,0.0882999449968338
1992-06-01,0.02654138207435608,0.0801132470369339,0.0801132470369339
1992-07-01,0.010032459162175655,0.06527619808912277,0.06527619808912277
1992-08-01,0.011531871743500233,0.02081780880689621,0.02081780880689621
1992-09-01,4.3312087655067444e-05,0.0020622871816158295,0.0020622871816158295
1992-10-01,3.106147050857544e-05,0.024285390973091125,0.024285390973091125
1992-11-01,0.0016885921359062195,0.03946012258529663,0.03946012258529663
1992-12-01,2.402346581220627e-05,0.01597621478140354,0.01597621478140354
1993-01-01,5.326792597770691e-05,0.048574235290288925,0.048574235290288925
1993-02-01,0.00031135231256484985,0.028304697945713997,0.028304697945713997
1993-03-01,3.090128302574158e-05,0.021508008241653442,0.021508008241653442
1993-04-01,0.00023822858929634094,0.004324251785874367,0.004324251785874367
1993-05-01,0.0003825891762971878,0.056196458637714386,0.056196458637714386
1993-06-01,0.0001639239490032196,0.0016284044831991196,0.0016284044831991196
1993-07-01,0.0034013651311397552,0.03950146958231926,0.03950146958231926
1993-08-01,0.005067797377705574,0.013086720369756222,0.013086720369756222
1993-09-01,0.00017948169261217117,0.013066574931144714,0.013066574931144714
1993-10-01,0.00011962093412876129,0.007973017171025276,0.007973017171025276
1993-11-01,2.4770386517047882e-05,0.0007332004606723785,0.0007332004606723785
1993-12-01,1.462642103433609e-05,0.0031797848641872406,0.0031797848641872406
1994-01-01,3.730226308107376e-05,0.019923388957977295,0.019923388957977295
1994-02-01,6.146077066659927e-05,0.008644488640129566,0.008644488640129566
1994-03-01,5.1540322601795197e-05,0.03439205884933472,0.03439205884933472
1994-04-01,5.9952959418296814e-05,0.004434715025126934,0.004434715025126934
1994-05-01,3.693811595439911e-05,0.002542991191148758,0.002542991191148758
1994-06-01,0.007860484533011913,0.010336861945688725,0.010336861945688725
1994-07-01,0.0036216918379068375,0.07236531376838684,0.07236531376838684
1994-08-01,0.0024262797087430954,0.03204953670501709,0.03204953670501709
1994-09-01,9.113550186157227e-05,0.01610700972378254,0.01610700972378254
1994-10-01,0.0005581239238381386,0.025147411972284317,0.025147411972284317
1994-11-01,4.841107875108719e-05,0.010514688678085804,0.010514688678085804
1994-12-01,5.5077485740184784e-05,0.008402830921113491,0.008402830921113491
1995-01-01,0.00017839111387729645,0.027746137231588364,0.027746137231588364
1995-02-01,8.808448910713196e-05,0.01911797747015953,0.01911797747015953
1995-03-01,0.00021940376609563828,0.003394791856408119,0.003394791856408119
1995-04-01,0.0001507773995399475,0.005130881443619728,0.005130881443619728
1995-05-01,0.0012300442904233932,0.017216112464666367,0.017216112464666367
1995-06-01,0.0011465270072221756,0.00799006037414074,0.00799006037414074
1995-07-01,0.0015756357461214066,0.011548779904842377,0.011548779904842377
1995-08-01,7.029809057712555e-05,0.00815081037580967,0.00815081037580967
1995-09-01,0.004752796143293381,0.09960506856441498,0.09960506856441498
1995-10-01,9.872019290924072e-06,0.00539472047239542,0.00539472047239542
1995-11-01,0.00016400031745433807,0.009107181802392006,0.009107181802392006
1995-12-01,0.0006172480061650276,0.11553370952606201,0.11553370952606201
1996-01-01,4.87426295876503e-05,0.03214171528816223,0.03214171528816223
1996-02-01,0.0001193024218082428,0.0015241056680679321,0.0015241056680679321
1996-03-01,0.00028886739164590836,0.01371689047664404,0.01371689047664404
1996-04-01,0.00036255083978176117,0.04798560589551926,0.04798560589551926
1996-05-01,5.248282104730606e-05,0.0009140800684690475,0.0009140800684690475
1996-06-01,0.007112931460142136,0.027932438999414444,0.027932438999414444
1996-07-01,0.0018739523366093636,0.0020484421402215958,0.0020484421402215958
1996-08-01,0.028947345912456512,0.06206251680850983,0.06206251680850983
1996-09-01,0.0016582831740379333,0.020046720281243324,0.020046720281243324
1996-10-01,0.001056615263223648,0.0035609034821391106,0.0035609034821391106
1996-11-01,1.3809651136398315e-05,0.006211085245013237,0.006211085245013237
1996-12-01,1.9475817680358887e-05,0.006721522659063339,0.006721522659063339
1997-01-01,9.7653828561306e-05,0.052357763051986694,0.052357763051986694
1997-02-01,1.169554889202118e-05,0.009887189604341984,0.009887189604341984
1997-03-01,0.0003707883879542351,0.04859287664294243,0.04859287664294243
1997-04-01,0.00013704411685466766,0.0016951924189925194,0.0016951924189925194
1997-05-01,0.00015041884034872055,0.0758836567401886,0.0758836567401886
1997-06-01,0.10766107589006424,0.25638246536254883,0.25638246536254883
1997-07-01,0.0042247287929058075,0.044830597937107086,0.044830597937107086
1997-08-01,0.13146597146987915,0.18322443962097168,0.18322443962097168
1997-09-01,0.001019136980175972,0.08555346727371216,0.08555346727371216
1997-10-01,0.009705823846161366,0.06509565562009811,0.06509565562009811
1997-11-01,7.865019142627716e-05,0.010316839441657066,0.010316839441657066
1997-12-01,8.7762251496315e-05,0.008841290138661861,0.008841290138661861
1998-01-01,1.1799857020378113e-05,0.002549324184656143,0.002549324184656143
1998-02-01,0.0004858020693063736,0.03513622656464577,0.03513622656464577
1998-03-01,0.00015522167086601257,0.020703718066215515,0.020703718066215515
1998-04-01,0.00263839028775692,0.038127344101667404,0.038127344101667404
1998-05-01,8.770450949668884e-05,0.019518094137310982,0.019518094137310982
1998-06-01,0.018705010414123535,0.06622794270515442,0.06622794270515442
1998-07-01,0.001439766027033329,0.023036673665046692,0.023036673665046692
1998-08-01,0.0005552535876631737,0.006006710231304169,0.006006710231304169
1998-09-01,0.00034261494874954224,0.009057186543941498,0.009057186543941498
1998-10-01,0.00037635955959558487,0.022992296144366264,0.022992296144366264
1998-11-01,9.837374091148376e-05,0.004135794937610626,0.004135794937610626
1998-12-01,3.261491656303406e-05,0.029616616666316986,0.029616616666316986
1999-01-01,9.83458012342453e-05,0.017235375940799713,0.017235375940799713
1999-02-01,3.57823446393013e-05,0.043147046118974686,0.043147046118974686
1999-03-01,0.0016430635005235672,0.030843328684568405,0.030843328684568405
1999-04-01,0.0028744619339704514,0.05380157381296158,0.05380157381296158
1999-05-01,0.0008650077506899834,0.003805343061685562,0.003805343061685562
1999-06-01,0.0044384608045220375,0.032290659844875336,0.032290659844875336
1999-07-01,0.0005322359502315521,0.015171920880675316,0.015171920880675316
1999-08-01,0.002484831027686596,0.009103349409997463,0.009103349409997463
1999-09-01,0.0007530041038990021,0.027724865823984146,0.027724865823984146
1999-10-01,0.005956090986728668,0.11232206225395203,0.11232206225395203
1999-11-01,8.184555917978287e-05,0.02106313966214657,0.02106313966214657
1999-12-01,8.07587057352066e-05,0.008480517193675041,0.008480517193675041
2000-01-01,3.056880086660385e-05,0.01608811877667904,0.01608811877667904
2000-02-01,4.331953823566437e-05,0.007515283301472664,0.007515283301472664
2000-03-01,3.315042704343796e-05,0.004257945343852043,0.004257945343852043
2000-04-01,0.0005019195377826691,0.028716405853629112,0.028716405853629112
2000-05-01,0.014524598605930805,0.06441327184438705,0.06441327184438705
2000-06-01,0.04735824838280678,0.09726782143115997,0.09726782143115997
2000-07-01,0.020167503505945206,0.054646097123622894,0.054646097123622894
2000-08-01,0.0003131898120045662,0.014505961909890175,0.014505961909890175
2000-09-01,0.00018172524869441986,0.012795467860996723,0.012795467860996723
2000-10-01,4.8267655074596405e-05,0.0018086377531290054,0.0018086377531290054
2000-11-01,3.846827894449234e-05,0.023687295615673065,0.023687295615673065
2000-12-01,2.1671876311302185e-05,0.006906986236572266,0.006906986236572266
2001-01-01,5.8492645621299744e-05,0.020259004086256027,0.020259004086256027
2001-02-01,5.961209535598755e-05,0.053452931344509125,0.053452931344509125
2001-03-01,0.002644394524395466,0.1023622527718544,0.1023622527718544
2001-04-01,0.0036667119711637497,0.01860145851969719,0.01860145851969719
