Date,Transmission Link from Withdrawal Node 1 to CanalZR1_1,Transmission Link from Withdrawal Node 10 to CanalZR2_2,Transmission Link from Withdrawal Node 11 to ZR2_2_notec,Transmission Link from Withdrawal Node 12 to ZR2_2_tec,Transmission Link from Withdrawal Node 13 to CanalZR3,Transmission Link from Withdrawal Node 14 to ZR3_notec,Transmission Link from Withdrawal Node 15 to ZR3_tec,Transmission Link from Withdrawal Node 16 to CanalZR4_2,Transmission Link from Withdrawal Node 17 to CanalZR4_1,Transmission Link from Withdrawal Node 18 to ZR4_1_notec,Transmission Link from Withdrawal Node 19 to ZR4_1_tec,Transmission Link from Withdrawal Node 2 to CanalZR1_2,Transmission Link from Withdrawal Node 20 to ZR4_2_notec,Transmission Link from Withdrawal Node 21 to ZR4_2_tec,Transmission Link from Withdrawal Node 22 to CanalZR5,Transmission Link from Withdrawal Node 23 to ZR5_notec,Transmission Link from Withdrawal Node 24 to ZR5_tec,Transmission Link from Withdrawal Node 25 to CanalZR6,Transmission Link from Withdrawal Node 26 to CanalZR7,Transmission Link from Withdrawal Node 27 to ZR7_notec,Transmission Link from Withdrawal Node 28 to ZR7_tec,Transmission Link from Withdrawal Node 29 to CanalZR8,Transmission Link from Withdrawal Node 3 to ZR1_2_notec,Transmission Link from Withdrawal Node 30 to ZR8_notec,Transmission Link from Withdrawal Node 31 to ZR8_tec,Transmission Link from Withdrawal Node 32 to ZR6_tec,Transmission Link from Withdrawal Node 33 to ZR6_notec,Transmission Link from Withdrawal Node 34 to Inf Canal,Transmission Link from Withdrawal Node 35 to InfCanal5,Transmission Link from Withdrawal Node 36 to InfCanal6,Transmission Link from Withdrawal Node 37 to InfCanal7,Transmission Link from Withdrawal Node 38 to InfCanal8,Transmission Link from Withdrawal Node 39 to DAAsup_Chollay,Transmission Link from Withdrawal Node 4 to ZR1_2_tec,Transmission Link from Withdrawal Node 40 to DAAsup_QuebElCorral,Transmission Link from Withdrawal Node 41 to DAAsup_Transito,Transmission Link from Withdrawal Node 42 to Daasup_QuebElCarrizo,Transmission Link from Withdrawal Node 43 to DAAsup_CAP,Transmission Link from Withdrawal Node 44 to InfCanal4_2,Transmission Link from Withdrawal Node 5 to ZR1_1_tec,Transmission Link from Withdrawal Node 6 to ZR1_1_notec,Transmission Link from Withdrawal Node 7 to CanalZR2_1,Transmission Link from Withdrawal Node 8 to ZR2_1_notec,Transmission Link from Withdrawal Node 9 to ZR2_1_tec
1995-03-01,22390.0416,13274.7552,774.43776,12500.352,5882.9155200000005,3074.5785600000004,2808.33696,104074.848,18012.4992,6599.240640000001,10671.0048,12161.663999999999,59535.5616,24588.7488,160103.52000000002,86570.208,42090.3648,12261.887999999999,23386.1472,10073.2896,8334.1872,44730.7488,6389.547839999999,14405.472,7622.7264,2233.656,7794.77472,0.0,0.0,0.0,0.0,607.900896,2149.18272,5331.37248,3411.40896,12.9800448,107.085888,9.874742399999999,0.0014384303999999998,4547.378879999999,17842.6368,53238.4704,24619.7664,28618.704
1995-04-01,26108.784,10287.3024,516.32208,9770.976,5513.58144,2338.70112,2221.3008,39992.5728,21099.312,4142.62944,6965.59392,14208.1344,17271.4464,8836.7328,170682.336,86222.70719999999,41756.687999999995,13679.4528,26110.1664,9782.0352,9341.568,52396.5024,3950.21664,10636.1856,5867.6745599999995,2269.8143999999998,7617.412800000001,0.0,7031.223360000001,538.50096,1027.0454399999999,1964.42496,2521.94688,3427.3584,4003.0847999999996,14.27328,117.75456,1.16790336,4570.61184,3842.92512,14639.5296,59628.4416,23905.152,28888.531199999998
1995-05-01,23288.0832,7390.02528,32.93568,721.334592,4944.6288,351.47692800000004,333.834048,29803.248,18819.820799999998,1564.0387200000002,2629.8345600000002,12673.152,15283.8144,6606.455040000001,147283.48799999998,73565.4528,35622.5472,12201.5808,21438.777599999998,8230.47264,7230.22848,46735.8336,988.9084799999999,8154.18144,4490.087039999999,1800.6364800000001,6042.87648,0.0,7020.0,562.6212479999999,1073.88288,2155.01472,2261.70144,858.0185280000001,3590.0063999999998,13.127184,108.299808,0.853278624,1644.8572800000002,2046.79872,7797.23712,53186.4576,8916.134399999999,10774.7712
1995-06-01,22040.2944,6959.796480000001,29.3325408,642.421152,4656.769920000001,316.72944,300.830112,32693.0688,17811.5328,1297.01952,2180.85696,11994.1344,14800.233600000001,9500.6304,133980.48,66849.32160000001,32369.328,11547.792,19757.52,7859.22912,6486.825600000001,44231.702399999995,807.514272,8178.5808,4498.31232,1545.77376,5187.542399999999,0.0,6468.18048,535.851936,941.5180799999999,2052.4838400000003,2130.03648,700.631424,3381.0048,12.085632,99.706464,1.7451071999999999,1308.85632,1658.0592,6316.3152,50336.7264,7649.86464,9244.540799999999
1995-07-01,19672.934400000002,6212.738880000001,31.4218656,688.179456,4156.92,329.230656,312.7032,25582.521600000004,15898.3776,1289.84832,2168.80416,10705.824,12851.0496,5978.067840000001,124772.832,62707.65119999999,30363.897600000004,10307.4336,17286.6528,6873.62976,5691.00384,39480.739199999996,813.5959680000001,6691.74912,3677.80608,1532.16576,5141.89728,0.0,5510.4883199999995,474.94944000000004,812.60928,1819.2038400000001,1901.39616,705.907872,3018.09024,10.6422336,87.79881599999999,1.7540928,1344.63456,1656.18432,6309.195839999999,44929.9872,7456.64832,9011.088
1995-08-01,18266.342399999998,5774.87232,39.138336,857.181312,3863.94624,451.08748800000006,428.443776,22738.579200000004,14761.6128,2514.61152,4228.182720000001,9940.4064,11838.8736,5086.4544,115986.816,58128.278399999996,28152.9216,10261.3824,18365.702400000002,6468.75072,6906.45312,36657.8784,1128.4704,8315.86176,4524.30144,1790.62272,6009.266879999999,0.0,5302.8432,438.066144,734.6816640000001,1677.9312,1767.38976,979.10208,2805.38208,9.8964288,81.64549439999999,0.19343145600000003,1087.2576,1928.5776,7346.86848,41717.462400000004,8533.61568,10312.531200000001
1995-09-01,17693.3376,7585.2288,331.224768,7253.99712,3738.55392,1796.23008,1706.06304,28082.4192,14298.5952,5059.83456,8507.82528,9628.5888,12735.0144,8290.00224,116030.88,58339.3536,28250.9856,12190.9536,15004.1376,5998.380480000001,4792.9536,35508.0672,3103.6262399999996,9085.392,4921.88832,2148.6384000000003,7210.745279999999,0.0,5093.76384,450.64684800000003,806.560416,1609.8912,1710.03744,2692.8288000000002,2714.3424,9.455616,78.008832,2.0910960000000003,998.6025599999999,3138.6182400000002,11956.464,40408.9344,17749.7568,21449.9232
1995-10-01,17079.2064,5931.42048,418.84128,5512.5792,4030.2403200000003,2066.99904,1963.24128,25780.1184,14120.179199999999,5265.88128,8854.272,9175.7664,12091.3344,6989.6736,106083.64799999999,53236.0512,25780.6368,10491.8976,14269.5648,5846.52384,4614.192,32463.072,4912.88544,13879.296,7487.1129599999995,1859.46624,6036.526080000001,0.0,4772.22624,501.4008,617.104224,1460.4105599999998,1565.1100800000002,4262.90688,2484.3024,8.6622912,71.4639456,2.39530176,1155.00384,3551.15232,13527.9936,40866.4224,18501.8688,22364.5536
1995-11-01,17153.7696,7297.85376,455.517216,6842.33568,4273.19712,2191.60512,2081.592,26899.6032,13159.0656,4907.46816,8251.62336,8911.0368,12739.5936,7274.335679999999,103946.976,52177.47840000001,25270.0128,9209.721599999999,13872.4704,5665.38624,4469.99904,32073.0624,4771.29312,15472.166400000002,8344.24416,1617.86592,5287.118399999999,0.0,4658.85216,460.769472,626.670432,1425.66912,1553.92128,4139.7609600000005,2466.5472,8.626176000000001,71.165952,2.76096384,1132.17696,3566.6611199999998,13587.0912,40385.52,18285.5232,22099.996799999997
1995-12-01,18487.094399999998,9771.84,709.2636480000001,9062.5824,4642.19424,2517.38496,2124.80928,31277.3184,14191.891199999998,5292.63936,8899.286399999999,9527.4144,15234.652800000002,8346.77568,109295.136,55411.862400000005,26836.0992,9253.958400000001,15492.9024,6411.54528,5072.57856,34573.6512,5101.3152,16834.0896,9118.569599999999,1619.784,5435.93376,0.0,4275.25344,378.78537600000004,570.5605439999999,1319.13792,1674.4665599999998,4426.12512,2657.88864,9.0703584,74.83017600000001,2.65134816,1106.352,3843.88416,14643.1584,41787.6192,18918.3168,22869.388799999997
1996-01-01,17890.416,6486.84288,764.9061119999999,5721.935039999999,5357.99232,2747.96928,2610.02304,34506.432,14183.2512,5289.41664,8893.8432,9769.5936,16855.344,9040.032,112157.568,56635.113600000004,27429.062400000003,9906.192000000001,16336.4256,6590.151360000001,5426.775360000001,35206.8768,5230.96704,16927.92,9319.536,1737.68544,5831.6112,0.0,4645.05408,393.291072,658.449216,1469.37888,1701.6480000000001,4538.592,2701.0281600000003,9.9030816,81.700704,2.87567712,1329.28128,3719.8310399999996,14170.550399999998,40675.6512,18415.9872,22259.664
1996-02-01,18603.8208,6262.08192,762.771168,5499.30816,5036.5584,2583.1094399999997,2453.4489599999997,35062.3296,14422.5792,5380.27488,9042.2784,9952.5888,16999.5456,9038.6496,114776.352,57654.3744,27925.1712,10030.8672,16659.4752,6671.626560000001,5492.41344,35815.9104,5328.82368,16974.576,9343.5552,1743.7334400000002,5851.897919999999,0.0,5095.4227200000005,450.049824,742.179456,1599.48,1746.7055999999998,4623.79104,2772.55008,9.5064192,78.4276992,2.95767936,1567.66752,3868.1711999999998,14735.6928,40831.4304,18485.6256,22345.891200000002
1996-03-01,17558.294400000002,7939.866239999999,437.60995199999996,7502.258879999999,3805.95456,1951.96608,1853.98848,29696.1984,12828.672,4784.25312,8044.45344,8745.235200000001,14083.1136,7844.834879999999,98929.72799999999,49539.6864,23999.328,8371.35648,14757.0336,5905.28448,4863.22272,31724.4384,4680.70272,14218.9344,7823.83104,1464.9033599999998,4840.24896,0.0,4563.2851200000005,398.808576,662.347584,1423.9670399999998,1527.1891199999998,4064.5152000000003,2424.10752,9.0033984,74.27833919999999,2.48281632,1394.01216,3650.78016,13907.5488,39412.0512,17844.9696,21567.0816
1996-04-01,15735.6864,6240.974400000001,484.644384,5756.3308799999995,3983.67936,2009.9836799999998,1973.69568,26039.923199999997,12459.8304,3892.3545599999998,6766.25184,8390.35584,12288.0672,6834.6633600000005,98822.592,49074.249599999996,24574.6656,9583.1424,14066.784000000001,5518.9555199999995,4709.664000000001,30941.7408,3699.69984,9963.648000000001,5682.64032,1726.77312,5605.295040000001,0.0,4344.65856,367.64236800000003,648.0794880000001,1393.23456,1494.48672,3318.6326400000003,2372.1984,8.27712,68.28624,0.043080940799999995,1304.15616,3358.89504,12376.8,39757.9968,17674.6752,22083.3216
1996-05-01,14033.3472,4424.10336,30.222633599999998,684.3139199999999,2960.1417599999995,332.911296,326.900448,19237.2192,11340.7776,1483.1769599999998,2578.27104,7636.8096,8932.6368,5046.13152,88687.872,43899.494399999996,21980.6784,9754.6464,12636.0864,4960.4313600000005,4232.5804800000005,28162.8576,901.85184,7607.062080000001,4330.56672,1751.44032,5685.3792,0.0,4064.4633599999997,394.14384,578.55168,1272.60288,1353.98304,808.95888,2149.18272,7.367967360000001,60.7857696,1.50799968,1070.99712,1942.72992,7158.52512,32049.993599999998,8226.325439999999,10277.625600000001
1996-06-01,13645.324799999999,4315.45536,27.766627200000002,628.704288,2887.4534400000002,295.951968,290.608128,17577.734399999998,11027.232,1205.59968,2095.7443200000002,7425.647999999999,9046.2528,4016.66688,86180.4576,42705.7056,21383.3088,8259.60672,13733.1936,4821.24096,5171.33376,27384.1344,761.131296,6855.07968,3897.9619199999997,1453.3862399999998,4717.863359999999,0.0,3894.8688,428.39020800000003,554.935968,1236.816,1320.73632,682.735392,2096.4096,7.620480000000001,62.86896,0.471445056,844.8330239999999,1631.2233600000002,6010.70112,31163.788800000002,7271.6659199999995,9084.8736
1996-07-01,12501.8208,3946.9939200000003,33.304608,754.098336,2640.91104,333.363168,327.34368,17821.728,10103.0976,1272.04992,2211.25248,6803.37792,8361.12672,4918.7088,79112.592,39231.9936,19641.571200000002,8601.67296,11162.7072,4337.6688,3713.5497600000003,25089.3504,867.2659199999999,7001.93376,3978.56448,1546.88832,5021.36928,0.0,3544.5168,339.709248,564.8339520000001,1126.28448,1207.96704,777.937824,1917.4147200000002,6.7626143999999995,55.791504,1.462968,722.9545919999999,1824.2928000000002,6722.092799999999,28552.2624,7921.82592,9897.2064
1996-08-01,12495.2544,3938.7254399999997,35.359545600000004,800.627328,2635.39008,419.20070400000003,411.63120000000004,16418.9376,10097.8272,2333.22336,4055.94432,6799.8009600000005,7801.4448,4340.3472,79564.3776,39631.5072,19842.8832,9355.910399999999,10654.1568,4226.3337599999995,3547.10016,25076.1312,1000.7280000000001,7092.3081600000005,4004.1216000000004,1683.7631999999999,5465.68128,0.0,3362.28192,365.57136,474.41635199999996,1066.2969600000001,1205.44416,897.6528,1913.39712,6.95659104,57.3918912,1.1148364800000001,757.423872,1587.8073599999998,5850.71424,28537.228799999997,7077.00672,8841.743999999999
1996-09-01,13390.0128,6267.72384,269.391744,5998.337280000001,2827.45728,1426.61088,1400.8464,19237.7376,10856.8512,3964.74912,6892.09344,7067.122560000001,9321.8688,5127.330239999999,85187.8944,42526.3392,21289.9968,9812.1024,11002.608000000002,4414.42656,3646.6675200000004,26061.9552,3209.89824,9347.7024,5235.347519999999,1778.99328,5678.657279999999,0.0,3494.20608,410.88211199999995,467.89401599999997,1101.26304,1265.8723200000002,2879.28,2009.3183999999999,6.822144000000001,56.282688,0.152565984,721.06416,2858.18976,10531.814400000001,31976.3808,14215.392000000002,17760.9888
1996-10-01,13550.1984,4616.7580800000005,311.2776,4305.4848,3070.4745599999997,1549.22112,1521.25344,20581.2576,11147.1552,4070.77056,7076.393279999999,7120.3881599999995,9379.584,5966.45568,82717.1136,41195.260800000004,20625.148800000003,8153.7408,11017.209599999998,4458.6115199999995,3637.7424,25313.558399999998,3753.50112,12096.9504,6745.559040000001,1458.5097600000001,4656.2256,0.0,3503.6928,403.562304,452.52691200000004,1071.90432,1222.5081599999999,3366.88704,1940.49216,7.093716479999999,58.523212799999996,1.78473024,791.2287359999999,2892.38688,10657.785600000001,31658.860800000002,14074.6464,17584.2144
1996-11-01,16136.5824,7033.28832,414.29232,6619.00032,3898.48032,1966.9996800000001,1931.48064,25352.352000000003,12125.635199999999,4428.09504,7697.5488000000005,8208.82944,11941.1712,7103.66976,96858.72000000002,48650.1984,24354.2592,8290.84896,12503.1168,5081.7024,4144.8067200000005,29810.4192,4327.16256,14371.2576,8014.5936,1515.8275199999998,4768.27776,0.0,3632.6620799999996,358.0848,483.84,1111.6915199999999,1437.0048000000002,3881.66688,2280.96,8.111232,66.917664,2.69149824,903.85632,3444.48288,12692.16,37472.1984,16656.5376,20815.6608
1996-12-01,16779.4848,9003.3984,621.109728,8382.26016,4150.04256,2228.5584,1921.48416,28289.52,13040.956799999998,4762.368,8278.62336,8470.24128,13454.5536,7776.1296,98902.08,49437.3888,24748.3296,8188.19712,13927.3344,5670.682559999999,4637.41632,31236.364800000003,4465.26432,14983.5744,8389.82016,1467.0201599999998,4762.10016,0.0,3983.7139199999997,340.99488,514.23984,1226.07648,1514.54016,4004.9769600000004,2404.0368,8.695727999999999,71.7399072,3.1279046399999997,1042.7184,3581.7033600000004,13197.7728,37460.620800000004,16649.280000000002,20811.2544
1997-01-01,15854.6592,5768.832960000001,653.99616,5114.8368,4642.29792,2342.29536,2300.00256,30312.230399999997,12435.033599999999,4543.4736,7891.56,8531.80128,14435.28,8216.13024,98280.864,48906.3744,24492.239999999998,8671.8816,14431.823999999999,5718.746880000001,4869.6768,30880.224000000002,4497.51744,14620.003200000001,8322.0912,1557.7833600000001,5056.732800000001,0.0,4203.34272,347.998464,591.910848,1327.54464,1492.4217600000002,4034.2752,2368.92384,8.040219839999999,66.3317856,2.5176355200000002,1202.30784,3384.2880000000005,12470.3712,35585.136,15816.7296,19768.4064
1997-02-01,17206.4736,5638.29984,687.9453120000001,4950.35712,4163.59872,2338.68384,1824.90624,32024.592,13238.0352,4837.63968,8400.43008,9099.561599999999,15190.416,8547.8544,104337.504,51783.580799999996,25927.1712,9512.7264,15849.302399999999,6262.29792,5329.2816,32874.4224,4796.7984,15535.7568,8836.9056,1700.60256,5520.355200000001,0.0,4624.45632,408.04128,679.067712,1453.02336,1579.53888,4302.72864,2507.20704,9.075715200000001,74.8745856,2.78306496,1426.2998400000001,3672.8553600000005,13533.6096,38433.4848,17087.4144,21346.0704
1997-03-01,14390.352,7076.5401600000005,565.570944,6510.965760000001,4427.4816,2233.90656,2193.57504,26020.828800000003,11484.9792,4194.14112,7290.8640000000005,7633.53504,12018.8448,7137.74592,87207.84,43161.0336,21608.726400000003,7758.3312,13447.6416,5290.8768,4502.90016,28096.848,4024.00224,13262.9184,7541.890560000001,1376.8358400000002,4469.3596800000005,0.0,4005.21024,365.166144,608.409792,1261.94976,1361.5689599999998,3609.5328,2161.22688,7.53519456,62.1653184,2.40195456,1229.33376,3071.72736,11318.6592,35091.9648,15600.384,19491.5808
1997-04-01,13950.144,5720.630400000001,504.30124800000004,5216.33088,3436.52544,1710.2448,1726.28064,24536.3904,11043.648,3952.44576,7062.65568,7440.35328,10966.838399999999,7061.33376,86914.07999999999,42715.5552,21981.369599999998,8447.83776,12697.689600000002,4910.500800000001,4305.32928,27425.0016,3871.03104,10429.6896,6114.63168,1547.8819199999998,4888.04544,0.0,3829.87872,340.720128,590.575968,1233.9216000000001,1324.65888,3569.3222399999995,2102.6304,7.195392,59.361984,2.50559136,1142.75232,3042.80928,10907.395199999999,35200.0512,15408.3168,19791.648
1997-05-01,12948.768,4139.06976,29.6828064,690.8673600000001,2769.43968,321.39072,324.403488,17236.454400000002,10464.336,1473.8198399999999,2633.58432,7046.6112,8023.89024,4445.80704,81905.5584,40282.704,20730.9888,9907.7472,11414.2176,4419.50688,3875.80896,25986.355199999998,885.2112,7841.465279999999,4588.721280000001,1832.0256,5785.352639999999,0.0,3574.6790400000004,347.45155200000005,522.242208,1127.96064,1266.7536,816.21648,2010.72672,6.87298176,56.7020736,1.25419104,1009.1606400000001,1895.184,6793.5542399999995,29573.0784,7593.29856,9751.7952
1997-06-01,27691.286399999997,8778.1536,0.0,0.0,5873.446080000001,1.6102886399999998,1.62539136,25675.920000000002,22378.2912,0.0,0.0,15069.369600000002,0.0,0.0,165156.192,0.0,0.0,14508.547199999999,19951.574399999998,0.0,0.0,55572.479999999996,0.0,86.552064,58.256323200000004,0.0,0.0,0.0,3597.02208,435.11472000000003,501.27552000000003,1141.23168,2686.54752,0.0,4264.3584,15.555456,128.332512,0.0,756.9685440000001,0.0,0.0,63242.7264,0.0,0.0
1997-07-01,54194.2272,17029.2672,29.7255744,691.861824,11394.1728,319.29552,322.28928,37519.372800000005,24030.777599999998,1177.3296,2103.77088,29492.035200000002,17290.108799999998,11168.6688,177352.416,61052.2272,31416.508800000003,15579.993600000002,21424.9536,6368.40576,5619.89664,59676.2208,774.710784,6357.51072,3714.7852799999996,1444.6944,4562.20512,0.0,6792.7248,596.724192,820.590048,2285.64288,5230.7424,714.3292799999999,8302.76352,27.8865504,230.064192,1.9633708799999998,1056.0240000000001,1640.32992,5879.9952,123771.45599999999,6536.7216,8394.84
